tag,month_id,n_questions,high_tag,exposure_index,accepted_archive_rate,accepted_7d_rate,accepted_7d_denom,accepted_30d_rate,accepted_30d_denom,first_answer_1d_rate,first_answer_1d_denom,first_answer_7d_rate,first_answer_7d_denom,group,post_chatgpt,high_post,exposure_post
android,2021-03,4483,0,-0.5824723369899437,0.35422708008030335,0.1514610751728753,4483.0,0.19005130492973454,4483.0,0.5587776042828463,4483.0,0.6506803479812625,4483.0,low,0,0,-0.0
android,2021-04,4335,0,-0.5824723369899437,0.37254901960784315,0.15547866205305652,4335.0,0.1944636678200692,4335.0,0.5727797001153403,4335.0,0.6484429065743945,4335.0,low,0,0,-0.0
android,2021-05,4346,0,-0.5824723369899437,0.35895075931891396,0.15209387942936034,4346.0,0.19765301426599172,4346.0,0.5508513575701794,4346.0,0.6371375977910723,4346.0,low,0,0,-0.0
android,2021-06,4292,0,-0.5824723369899437,0.3669617893755825,0.15121155638397019,4292.0,0.19431500465983226,4292.0,0.57618825722274,4292.0,0.6551724137931034,4292.0,low,0,0,-0.0
android,2021-07,4106,0,-0.5824723369899437,0.35971748660496833,0.15245981490501706,4106.0,0.1972722844617633,4106.0,0.573307355090112,4106.0,0.6619581100828057,4106.0,low,0,0,-0.0
android,2021-08,4087,0,-0.5824723369899437,0.3498898947883533,0.14754098360655737,4087.0,0.1881575727917788,4087.0,0.5532175189625642,4087.0,0.6339613408367996,4087.0,low,0,0,-0.0
android,2021-09,3960,0,-0.5824723369899437,0.3457070707070707,0.15,3960.0,0.19318181818181818,3960.0,0.5434343434343434,3960.0,0.6300505050505051,3960.0,low,0,0,-0.0
android,2021-10,3530,0,-0.5824723369899437,0.35410764872521244,0.15354107648725213,3530.0,0.19490084985835693,3530.0,0.5439093484419264,3530.0,0.6322946175637394,3530.0,low,0,0,-0.0
android,2021-11,3630,0,-0.5824723369899437,0.3537190082644628,0.15261707988980716,3630.0,0.1925619834710744,3630.0,0.5479338842975207,3630.0,0.6316804407713499,3630.0,low,0,0,-0.0
android,2021-12,3370,0,-0.5824723369899437,0.3335311572700297,0.1421364985163205,3370.0,0.18338278931750743,3370.0,0.5287833827893175,3370.0,0.615727002967359,3370.0,low,0,0,-0.0
android,2022-01,3829,0,-0.5824723369899437,0.33533559676155655,0.1418124836772003,3829.0,0.18150953251501697,3829.0,0.529381039435884,3829.0,0.6106032906764168,3829.0,low,0,0,-0.0
android,2022-02,3488,0,-0.5824723369899437,0.32798165137614677,0.13503440366972477,3488.0,0.17545871559633028,3488.0,0.5252293577981652,3488.0,0.6055045871559633,3488.0,low,0,0,-0.0
android,2022-03,3665,0,-0.5824723369899437,0.3377899045020464,0.14379263301500683,3665.0,0.18035470668485676,3665.0,0.5075034106412005,3665.0,0.5877216916780355,3665.0,low,0,0,-0.0
android,2022-04,3272,0,-0.5824723369899437,0.31968215158924207,0.1393643031784841,3272.0,0.17603911980440098,3272.0,0.5229217603911981,3272.0,0.6072738386308069,3272.0,low,0,0,-0.0
android,2022-05,3284,0,-0.5824723369899437,0.31242387332521315,0.12941534713763703,3284.0,0.1690012180267966,3284.0,0.48964677222898906,3284.0,0.5688185140073082,3284.0,low,0,0,-0.0
android,2022-06,3152,0,-0.5824723369899437,0.32836294416243655,0.15513959390862944,3152.0,0.19035532994923857,3152.0,0.5174492385786802,3152.0,0.6015228426395939,3152.0,low,0,0,-0.0
android,2022-07,3184,0,-0.5824723369899437,0.3285175879396985,0.1507537688442211,3184.0,0.18812814070351758,3184.0,0.5408291457286433,3184.0,0.6231155778894473,3184.0,low,0,0,-0.0
android,2022-08,3392,0,-0.5824723369899437,0.3419811320754717,0.15123820754716982,3392.0,0.1928066037735849,3392.0,0.5424528301886793,3392.0,0.625,3392.0,low,0,0,-0.0
android,2022-09,2885,0,-0.5824723369899437,0.3220103986135182,0.1369150779896014,2885.0,0.17677642980935876,2885.0,0.5483535528596187,2885.0,0.630155979202773,2885.0,low,0,0,-0.0
android,2022-10,2931,0,-0.5824723369899437,0.3142272262026612,0.13647219379051517,2931.0,0.18355510064824293,2931.0,0.5199590583418628,2931.0,0.6093483452746503,2931.0,low,0,0,-0.0
android,2022-11,2870,0,-0.5824723369899437,0.3226480836236934,0.13763066202090593,2870.0,0.17979094076655053,2870.0,0.521602787456446,2870.0,0.6097560975609756,2870.0,low,0,0,-0.0
android,2022-12,2589,0,-0.5824723369899437,0.3202008497489378,0.14909231363460795,2589.0,0.19235225955967555,2589.0,0.5218230977211279,2589.0,0.6106604866743917,2589.0,low,1,0,-0.5824723369899437
android,2023-01,2689,0,-0.5824723369899437,0.30903681666046856,0.14503532911863146,2689.0,0.18073633320937152,2689.0,0.5105987355894385,2689.0,0.6013387876534028,2689.0,low,1,0,-0.5824723369899437
android,2023-02,2305,0,-0.5824723369899437,0.29197396963123645,0.12928416485900218,2305.0,0.1631236442516269,2305.0,0.5136659436008677,2305.0,0.5956616052060738,2305.0,low,1,0,-0.5824723369899437
android,2023-03,2432,0,-0.5824723369899437,0.2915296052631579,0.13856907894736842,2432.0,0.18092105263157895,2432.0,0.48067434210526316,2432.0,0.5801809210526315,2432.0,low,1,0,-0.5824723369899437
android,2023-04,1992,0,-0.5824723369899437,0.2971887550200803,0.14056224899598393,1992.0,0.1827309236947791,1992.0,0.4799196787148594,1992.0,0.5753012048192772,1992.0,low,1,0,-0.5824723369899437
android,2023-05,1956,0,-0.5824723369899437,0.29192229038854806,0.12985685071574643,1956.0,0.1687116564417178,1956.0,0.5056237218813906,1956.0,0.5894683026584867,1956.0,low,1,0,-0.5824723369899437
android,2023-06,1899,0,-0.5824723369899437,0.2643496577145866,0.12374934175882044,1899.0,0.17114270668773038,1899.0,0.44075829383886256,1899.0,0.5513428120063191,1899.0,low,1,0,-0.5824723369899437
android,2023-07,1782,0,-0.5824723369899437,0.2878787878787879,0.13524130190796857,1782.0,0.18125701459034793,1782.0,0.4708193041526375,1782.0,0.5673400673400674,1782.0,low,1,0,-0.5824723369899437
android,2023-08,1905,0,-0.5824723369899437,0.28346456692913385,0.13385826771653545,1905.0,0.17585301837270342,1905.0,0.4671916010498688,1905.0,0.5595800524934383,1905.0,low,1,0,-0.5824723369899437
android,2023-09,1730,0,-0.5824723369899437,0.2774566473988439,0.13641618497109825,1730.0,0.17167630057803468,1730.0,0.47398843930635837,1730.0,0.576300578034682,1730.0,low,1,0,-0.5824723369899437
android,2023-10,1772,0,-0.5824723369899437,0.3047404063205418,0.15406320541760724,1772.0,0.1963882618510158,1772.0,0.5045146726862303,1772.0,0.5886004514672686,1772.0,low,1,0,-0.5824723369899437
android,2023-11,1629,0,-0.5824723369899437,0.2639656230816452,0.13136893799877225,1629.0,0.1694290976058932,1629.0,0.4536525475751995,1629.0,0.5500306936771026,1629.0,low,1,0,-0.5824723369899437
android,2023-12,1454,0,-0.5824723369899437,0.2551581843191197,0.11966987620357634,1454.0,0.15818431911966988,1454.0,0.4470426409903714,1454.0,0.5536451169188445,1454.0,low,1,0,-0.5824723369899437
android,2024-01,1539,0,-0.5824723369899437,0.28330084470435346,0.1663417803768681,1539.0,0.20077972709551656,1539.0,0.4697855750487329,1539.0,0.5834957764782326,1539.0,low,1,0,-0.5824723369899437
android,2024-02,1456,0,-0.5824723369899437,0.2760989010989011,0.1401098901098901,1456.0,0.1936813186813187,1456.0,0.4230769230769231,1456.0,0.5274725274725275,1456.0,low,1,0,-0.5824723369899437
android,2024-03,1432,0,-0.5824723369899437,0.2709497206703911,0.1361731843575419,1432.0,0.16759776536312848,1432.0,0.46298882681564246,1432.0,0.5635474860335196,1432.0,low,1,0,-0.5824723369899437
android,2024-04,1255,0,-0.5824723369899437,0.26374501992031874,0.13306772908366535,1255.0,0.17131474103585656,1255.0,0.45737051792828687,1255.0,0.5490039840637451,1255.0,low,1,0,-0.5824723369899437
android,2024-05,1392,0,-0.5824723369899437,0.26939655172413796,0.1336206896551724,1392.0,0.16810344827586207,1392.0,0.46839080459770116,1392.0,0.5689655172413793,1392.0,low,1,0,-0.5824723369899437
android,2024-06,1049,0,-0.5824723369899437,0.27931363203050524,0.12869399428026693,1049.0,0.17349857006673022,1049.0,0.45948522402287895,1049.0,0.5872259294566253,1049.0,low,1,0,-0.5824723369899437
android,2024-07,1017,0,-0.5824723369899437,0.27925270403146507,0.14355948869223206,1017.0,0.18584070796460178,1017.0,0.4218289085545723,1017.0,0.5398230088495575,1017.0,low,1,0,-0.5824723369899437
android,2024-08,981,0,-0.5824723369899437,0.2742099898063201,0.1396534148827727,981.0,0.1875637104994903,981.0,0.46687054026503566,981.0,0.5881753312945973,981.0,low,1,0,-0.5824723369899437
android,2024-09,932,0,-0.5824723369899437,0.286480686695279,0.15987124463519314,932.0,0.19957081545064378,932.0,0.45493562231759654,932.0,0.5912017167381974,932.0,low,1,0,-0.5824723369899437
android,2024-10,846,0,-0.5824723369899437,0.2990543735224586,0.14893617021276595,846.0,0.19739952718676124,846.0,0.47635933806146574,846.0,0.6134751773049646,846.0,low,1,0,-0.5824723369899437
android,2024-11,687,0,-0.5824723369899437,0.3231441048034934,0.18777292576419213,687.0,0.24017467248908297,687.0,0.5211062590975255,687.0,0.6521106259097526,687.0,low,1,0,-0.5824723369899437
android,2024-12,634,0,-0.5824723369899437,0.2586750788643533,0.13249211356466878,634.0,0.17034700315457413,634.0,0.47318611987381703,634.0,0.5772870662460567,634.0,low,1,0,-0.5824723369899437
android,2025-01,804,0,-0.5824723369899437,0.20771144278606965,0.11567164179104478,804.0,0.1455223880597015,804.0,0.3644278606965174,804.0,0.4626865671641791,804.0,low,1,0,-0.5824723369899437
android,2025-02,763,0,-0.5824723369899437,0.20707732634338138,0.10747051114023591,763.0,0.14809960681520315,763.0,0.3040629095674967,763.0,0.39580602883355176,763.0,low,1,0,-0.5824723369899437
android,2025-03,697,0,-0.5824723369899437,0.17790530846484937,0.08321377331420372,697.0,0.13055954088952654,697.0,0.2984218077474892,697.0,0.38593974175035867,697.0,low,1,0,-0.5824723369899437
android,2025-04,548,0,-0.5824723369899437,0.15693430656934307,0.09124087591240876,548.0,0.11861313868613138,548.0,0.29927007299270075,548.0,0.39233576642335766,548.0,low,1,0,-0.5824723369899437
android,2025-05,430,0,-0.5824723369899437,0.20930232558139536,0.11627906976744186,430.0,0.14186046511627906,430.0,0.3209302325581395,430.0,0.4116279069767442,430.0,low,1,0,-0.5824723369899437
android,2025-06,400,0,-0.5824723369899437,0.1975,0.0975,400.0,0.1325,400.0,0.3575,400.0,0.465,400.0,low,1,0,-0.5824723369899437
android,2025-07,374,0,-0.5824723369899437,0.232620320855615,0.12834224598930483,374.0,0.17914438502673796,374.0,0.37433155080213903,374.0,0.4732620320855615,374.0,low,1,0,-0.5824723369899437
android,2025-08,281,0,-0.5824723369899437,0.25622775800711745,0.14590747330960854,281.0,0.18149466192170818,281.0,0.33807829181494664,281.0,0.47686832740213525,281.0,low,1,0,-0.5824723369899437
android,2025-09,310,0,-0.5824723369899437,0.1967741935483871,0.1064516129032258,310.0,0.14838709677419354,310.0,0.3258064516129032,310.0,0.4064516129032258,310.0,low,1,0,-0.5824723369899437
android,2025-10,237,0,-0.5824723369899437,0.22362869198312235,0.12236286919831224,237.0,0.17721518987341772,237.0,0.3080168776371308,237.0,0.4219409282700422,237.0,low,1,0,-0.5824723369899437
android,2025-11,196,0,-0.5824723369899437,0.17857142857142858,0.10204081632653061,196.0,0.1377551020408163,196.0,0.32653061224489793,196.0,0.42346938775510207,196.0,low,1,0,-0.5824723369899437
android,2025-12,180,0,-0.5824723369899437,0.18333333333333332,0.11333333333333333,150.0,0.25,8.0,0.3103448275862069,174.0,0.47333333333333333,150.0,low,1,0,-0.5824723369899437
apache-spark,2020-01,574,0,0.6785814699695615,0.4059233449477352,0.20557491289198607,574.0,0.25609756097560976,574.0,0.6393728222996515,574.0,0.7526132404181185,574.0,low,0,0,0.0
apache-spark,2020-02,555,0,0.6785814699695615,0.42162162162162165,0.1981981981981982,555.0,0.24864864864864866,555.0,0.6486486486486487,555.0,0.7387387387387387,555.0,low,0,0,0.0
apache-spark,2020-03,589,0,0.6785814699695615,0.42614601018675724,0.18166383701188454,589.0,0.22071307300509338,589.0,0.6468590831918506,589.0,0.7470288624787776,589.0,low,0,0,0.0
apache-spark,2020-04,745,0,0.6785814699695615,0.42818791946308726,0.19328859060402684,745.0,0.25100671140939596,745.0,0.6818791946308724,745.0,0.7691275167785235,745.0,low,0,0,0.0
apache-spark,2020-05,781,0,0.6785814699695615,0.42765685019206146,0.20486555697823303,781.0,0.24583866837387963,781.0,0.678617157490397,781.0,0.7567221510883483,781.0,low,0,0,0.0
apache-spark,2020-06,798,0,0.6785814699695615,0.424812030075188,0.17669172932330826,798.0,0.21428571428571427,798.0,0.6654135338345865,798.0,0.7431077694235589,798.0,low,0,0,0.0
apache-spark,2020-07,777,0,0.6785814699695615,0.435006435006435,0.1956241956241956,777.0,0.23552123552123552,777.0,0.6576576576576577,777.0,0.7361647361647362,777.0,low,0,0,0.0
apache-spark,2020-08,629,0,0.6785814699695615,0.4133545310015898,0.1987281399046105,629.0,0.2543720190779014,629.0,0.6279809220985691,629.0,0.7170111287758346,629.0,low,0,0,0.0
apache-spark,2020-09,548,0,0.6785814699695615,0.36496350364963503,0.16970802919708028,548.0,0.2116788321167883,548.0,0.5711678832116789,548.0,0.6697080291970803,548.0,low,0,0,0.0
apache-spark,2020-10,557,0,0.6785814699695615,0.4021543985637343,0.20287253141831238,557.0,0.2513464991023339,557.0,0.5834829443447038,557.0,0.7145421903052065,557.0,low,0,0,0.0
apache-spark,2020-11,462,0,0.6785814699695615,0.44372294372294374,0.22294372294372294,462.0,0.2792207792207792,462.0,0.6125541125541125,462.0,0.7294372294372294,462.0,low,0,0,0.0
apache-spark,2020-12,510,0,0.6785814699695615,0.49607843137254903,0.17647058823529413,510.0,0.22941176470588234,510.0,0.6686274509803921,510.0,0.7549019607843137,510.0,low,0,0,0.0
apache-spark,2021-01,483,0,0.6785814699695615,0.5383022774327122,0.17184265010351968,483.0,0.21325051759834368,483.0,0.6894409937888198,483.0,0.7577639751552795,483.0,low,0,0,0.0
apache-spark,2021-02,538,0,0.6785814699695615,0.5037174721189591,0.20074349442379183,538.0,0.25092936802973975,538.0,0.6524163568773235,538.0,0.7379182156133829,538.0,low,0,0,0.0
apache-spark,2021-03,548,0,0.6785814699695615,0.46897810218978103,0.17518248175182483,548.0,0.2116788321167883,548.0,0.6368613138686131,548.0,0.7153284671532847,548.0,low,0,0,0.0
apache-spark,2021-04,467,0,0.6785814699695615,0.4068522483940043,0.17130620985010706,467.0,0.21413276231263384,467.0,0.5995717344753747,467.0,0.6916488222698073,467.0,low,0,0,0.0
apache-spark,2021-05,433,0,0.6785814699695615,0.394919168591224,0.18013856812933027,433.0,0.21939953810623555,433.0,0.5565819861431871,433.0,0.6581986143187067,433.0,low,0,0,0.0
apache-spark,2021-06,406,0,0.6785814699695615,0.3916256157635468,0.19704433497536947,406.0,0.22660098522167488,406.0,0.5517241379310345,406.0,0.6551724137931034,406.0,low,0,0,0.0
apache-spark,2021-07,449,0,0.6785814699695615,0.39420935412026725,0.20044543429844097,449.0,0.24721603563474387,449.0,0.576837416481069,449.0,0.6859688195991092,449.0,low,0,0,0.0
apache-spark,2021-08,413,0,0.6785814699695615,0.4067796610169492,0.17191283292978207,413.0,0.22518159806295399,413.0,0.6271186440677966,413.0,0.7094430992736077,413.0,low,0,0,0.0
apache-spark,2021-09,443,0,0.6785814699695615,0.3905191873589165,0.17832957110609482,443.0,0.21218961625282168,443.0,0.5869074492099323,443.0,0.6817155756207675,443.0,low,0,0,0.0
apache-spark,2021-10,425,0,0.6785814699695615,0.3952941176470588,0.1976470588235294,425.0,0.2541176470588235,425.0,0.5741176470588235,425.0,0.6705882352941176,425.0,low,0,0,0.0
apache-spark,2021-11,441,0,0.6785814699695615,0.4580498866213152,0.22675736961451248,441.0,0.28798185941043086,441.0,0.6077097505668935,441.0,0.7029478458049887,441.0,low,0,0,0.0
apache-spark,2021-12,384,0,0.6785814699695615,0.3958333333333333,0.15885416666666666,384.0,0.203125,384.0,0.5755208333333334,384.0,0.6692708333333334,384.0,low,0,0,0.0
apache-spark,2022-01,423,0,0.6785814699695615,0.39952718676122934,0.19148936170212766,423.0,0.22695035460992907,423.0,0.5366430260047281,423.0,0.6548463356973995,423.0,low,0,0,0.0
apache-spark,2022-02,442,0,0.6785814699695615,0.40271493212669685,0.21266968325791855,442.0,0.2737556561085973,442.0,0.5746606334841629,442.0,0.6719457013574661,442.0,low,0,0,0.0
apache-spark,2022-03,416,0,0.6785814699695615,0.3125,0.1346153846153846,416.0,0.18269230769230768,416.0,0.4567307692307692,416.0,0.5576923076923077,416.0,low,0,0,0.0
apache-spark,2022-04,367,0,0.6785814699695615,0.35149863760217986,0.19618528610354224,367.0,0.24795640326975477,367.0,0.5286103542234333,367.0,0.6485013623978202,367.0,low,0,0,0.0
apache-spark,2022-05,395,0,0.6785814699695615,0.37721518987341773,0.20759493670886076,395.0,0.2582278481012658,395.0,0.5518987341772152,395.0,0.6708860759493671,395.0,low,0,0,0.0
apache-spark,2022-06,395,0,0.6785814699695615,0.4050632911392405,0.17468354430379746,395.0,0.23037974683544304,395.0,0.6025316455696202,395.0,0.7063291139240506,395.0,low,0,0,0.0
apache-spark,2022-07,371,0,0.6785814699695615,0.41509433962264153,0.18867924528301888,371.0,0.24797843665768193,371.0,0.6226415094339622,371.0,0.7196765498652291,371.0,low,0,0,0.0
apache-spark,2022-08,367,0,0.6785814699695615,0.3869209809264305,0.1907356948228883,367.0,0.2452316076294278,367.0,0.5831062670299727,367.0,0.7084468664850136,367.0,low,0,0,0.0
apache-spark,2022-09,341,0,0.6785814699695615,0.36363636363636365,0.187683284457478,341.0,0.2434017595307918,341.0,0.5366568914956011,341.0,0.6334310850439883,341.0,low,0,0,0.0
apache-spark,2022-10,404,0,0.6785814699695615,0.4504950495049505,0.2376237623762376,404.0,0.297029702970297,404.0,0.5767326732673267,404.0,0.7227722772277227,404.0,low,0,0,0.0
apache-spark,2022-11,363,0,0.6785814699695615,0.3526170798898072,0.17079889807162535,363.0,0.21212121212121213,363.0,0.512396694214876,363.0,0.6143250688705234,363.0,low,0,0,0.0
apache-spark,2022-12,349,0,0.6785814699695615,0.30945558739255014,0.16332378223495703,349.0,0.20057306590257878,349.0,0.5702005730659025,349.0,0.6905444126074498,349.0,low,1,0,0.6785814699695615
apache-spark,2023-01,316,0,0.6785814699695615,0.370253164556962,0.16772151898734178,316.0,0.20569620253164558,316.0,0.5949367088607594,316.0,0.6867088607594937,316.0,low,1,0,0.6785814699695615
apache-spark,2023-02,321,0,0.6785814699695615,0.32710280373831774,0.1588785046728972,321.0,0.19314641744548286,321.0,0.573208722741433,321.0,0.6479750778816199,321.0,low,1,0,0.6785814699695615
apache-spark,2023-03,285,0,0.6785814699695615,0.36140350877192984,0.2,285.0,0.24210526315789474,285.0,0.5614035087719298,285.0,0.6771929824561403,285.0,low,1,0,0.6785814699695615
apache-spark,2023-04,222,0,0.6785814699695615,0.3333333333333333,0.16666666666666666,222.0,0.17567567567567569,222.0,0.5585585585585585,222.0,0.6621621621621622,222.0,low,1,0,0.6785814699695615
apache-spark,2023-05,245,0,0.6785814699695615,0.32653061224489793,0.1469387755102041,245.0,0.19183673469387755,245.0,0.5061224489795918,245.0,0.6489795918367347,245.0,low,1,0,0.6785814699695615
apache-spark,2023-06,230,0,0.6785814699695615,0.3782608695652174,0.23478260869565218,230.0,0.28695652173913044,230.0,0.5130434782608696,230.0,0.691304347826087,230.0,low,1,0,0.6785814699695615
apache-spark,2023-07,206,0,0.6785814699695615,0.32038834951456313,0.17475728155339806,206.0,0.21844660194174756,206.0,0.5194174757281553,206.0,0.6747572815533981,206.0,low,1,0,0.6785814699695615
apache-spark,2023-08,209,0,0.6785814699695615,0.3684210526315789,0.22966507177033493,209.0,0.24880382775119617,209.0,0.5980861244019139,209.0,0.7129186602870813,209.0,low,1,0,0.6785814699695615
apache-spark,2023-09,181,0,0.6785814699695615,0.32044198895027626,0.19889502762430938,181.0,0.24861878453038674,181.0,0.44751381215469616,181.0,0.6408839779005525,181.0,low,1,0,0.6785814699695615
apache-spark,2023-10,185,0,0.6785814699695615,0.40540540540540543,0.21621621621621623,185.0,0.2918918918918919,185.0,0.5783783783783784,185.0,0.7243243243243244,185.0,low,1,0,0.6785814699695615
apache-spark,2023-11,151,0,0.6785814699695615,0.32450331125827814,0.13245033112582782,151.0,0.23178807947019867,151.0,0.47019867549668876,151.0,0.5761589403973509,151.0,low,1,0,0.6785814699695615
apache-spark,2023-12,125,0,0.6785814699695615,0.28,0.16,125.0,0.184,125.0,0.36,125.0,0.536,125.0,low,1,0,0.6785814699695615
apache-spark,2024-01,122,0,0.6785814699695615,0.28688524590163933,0.16393442622950818,122.0,0.20491803278688525,122.0,0.4016393442622951,122.0,0.6229508196721312,122.0,low,1,0,0.6785814699695615
apache-spark,2024-02,137,0,0.6785814699695615,0.291970802919708,0.15328467153284672,137.0,0.1897810218978102,137.0,0.40875912408759124,137.0,0.6058394160583942,137.0,low,1,0,0.6785814699695615
apache-spark,2024-03,136,0,0.6785814699695615,0.3235294117647059,0.20588235294117646,136.0,0.23529411764705882,136.0,0.5073529411764706,136.0,0.6617647058823529,136.0,low,1,0,0.6785814699695615
apache-spark,2024-04,127,0,0.6785814699695615,0.28346456692913385,0.15748031496062992,127.0,0.2047244094488189,127.0,0.5118110236220472,127.0,0.6220472440944882,127.0,low,1,0,0.6785814699695615
apache-spark,2024-05,115,0,0.6785814699695615,0.2782608695652174,0.14782608695652175,115.0,0.20869565217391303,115.0,0.3565217391304348,115.0,0.5565217391304348,115.0,low,1,0,0.6785814699695615
apache-spark,2024-06,109,0,0.6785814699695615,0.25688073394495414,0.1559633027522936,109.0,0.2018348623853211,109.0,0.3761467889908257,109.0,0.5871559633027523,109.0,low,1,0,0.6785814699695615
apache-spark,2024-07,114,0,0.6785814699695615,0.30701754385964913,0.13157894736842105,114.0,0.20175438596491227,114.0,0.4473684210526316,114.0,0.5964912280701754,114.0,low,1,0,0.6785814699695615
apache-spark,2024-08,91,0,0.6785814699695615,0.23076923076923078,0.15384615384615385,91.0,0.17582417582417584,91.0,0.5494505494505495,91.0,0.6923076923076923,91.0,low,1,0,0.6785814699695615
apache-spark,2024-09,77,0,0.6785814699695615,0.23376623376623376,0.11688311688311688,77.0,0.16883116883116883,77.0,0.38961038961038963,77.0,0.5584415584415584,77.0,low,1,0,0.6785814699695615
apache-spark,2024-10,67,0,0.6785814699695615,0.29850746268656714,0.19402985074626866,67.0,0.23880597014925373,67.0,0.47761194029850745,67.0,0.6567164179104478,67.0,low,1,0,0.6785814699695615
apache-spark,2024-11,64,0,0.6785814699695615,0.21875,0.125,64.0,0.15625,64.0,0.4375,64.0,0.625,64.0,low,1,0,0.6785814699695615
apache-spark,2024-12,49,0,0.6785814699695615,0.2653061224489796,0.14285714285714285,49.0,0.22448979591836735,49.0,0.30612244897959184,49.0,0.5714285714285714,49.0,low,1,0,0.6785814699695615
apache-spark,2025-01,59,0,0.6785814699695615,0.1864406779661017,0.1016949152542373,59.0,0.11864406779661017,59.0,0.288135593220339,59.0,0.4067796610169492,59.0,low,1,0,0.6785814699695615
apache-spark,2025-02,63,0,0.6785814699695615,0.19047619047619047,0.09523809523809523,63.0,0.15873015873015872,63.0,0.31746031746031744,63.0,0.36507936507936506,63.0,low,1,0,0.6785814699695615
apache-spark,2025-03,60,0,0.6785814699695615,0.16666666666666666,0.1,60.0,0.16666666666666666,60.0,0.31666666666666665,60.0,0.5,60.0,low,1,0,0.6785814699695615
apache-spark,2025-04,53,0,0.6785814699695615,0.1320754716981132,0.09433962264150944,53.0,0.09433962264150944,53.0,0.1509433962264151,53.0,0.41509433962264153,53.0,low,1,0,0.6785814699695615
apache-spark,2025-05,42,0,0.6785814699695615,0.11904761904761904,0.07142857142857142,42.0,0.09523809523809523,42.0,0.23809523809523808,42.0,0.47619047619047616,42.0,low,1,0,0.6785814699695615
apache-spark,2025-06,33,0,0.6785814699695615,0.21212121212121213,0.12121212121212122,33.0,0.15151515151515152,33.0,0.36363636363636365,33.0,0.5151515151515151,33.0,low,1,0,0.6785814699695615
apache-spark,2025-07,29,0,0.6785814699695615,0.13793103448275862,0.10344827586206896,29.0,0.10344827586206896,29.0,0.3793103448275862,29.0,0.7931034482758621,29.0,low,1,0,0.6785814699695615
apache-spark,2025-08,16,0,0.6785814699695615,0.1875,0.0625,16.0,0.1875,16.0,0.3125,16.0,0.5,16.0,low,1,0,0.6785814699695615
apache-spark,2025-09,19,0,0.6785814699695615,0.21052631578947367,0.10526315789473684,19.0,0.15789473684210525,19.0,0.47368421052631576,19.0,0.5263157894736842,19.0,low,1,0,0.6785814699695615
