outcome,dropped_tag_1,dropped_tag_2,coef,pval,negative_sign,significant_10pct
accepted_cond_any_answer_30d_rate,apache-spark,multithreading,-0.06864526868520715,0.09993776962599744,1.0,1.0
accepted_cond_any_answer_30d_rate,apache-spark,numpy,-0.07364639817977237,0.07532495767132592,1.0,1.0
accepted_cond_any_answer_30d_rate,apache-spark,pandas,-0.0608993235045597,0.11317178038865987,1.0,0.0
accepted_cond_any_answer_30d_rate,apache-spark,python,-0.09121572424408989,0.018643794085031612,1.0,1.0
accepted_cond_any_answer_30d_rate,apache-spark,regex,-0.06767057540242905,0.1054913596652735,1.0,0.0
accepted_cond_any_answer_30d_rate,apache-spark,sql,-0.04872268162581672,0.17659387187839737,1.0,0.0
accepted_cond_any_answer_30d_rate,bash,docker,-0.06485512065807655,0.09058055566544411,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,excel,-0.08482268108600996,0.034970118372804254,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,firebase,-0.0793283720859576,0.04936197222197356,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,javascript,-0.08853401558289034,0.02211032349003618,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,kubernetes,-0.07365429046346264,0.06875219458913143,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,linux,-0.07900296298836976,0.05061343593770825,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,memory-management,-0.06935265368224997,0.06757855040370685,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,multithreading,-0.0714262552279683,0.07459522267447441,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,numpy,-0.07622023614536869,0.05503244865415779,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,pandas,-0.06387788936473247,0.08372975083898708,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,python,-0.09605363628745307,0.011586192684455644,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,regex,-0.07056281009924834,0.07933681616596164,1.0,1.0
accepted_cond_any_answer_30d_rate,bash,sql,-0.052072296058454204,0.13609840385206437,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,excel,-0.06736572339281698,0.09046755546404997,1.0,1.0
accepted_cond_any_answer_30d_rate,docker,firebase,-0.06304361343439935,0.11517340813036057,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,javascript,-0.07605792998153088,0.043993425356983126,1.0,1.0
accepted_cond_any_answer_30d_rate,docker,kubernetes,-0.05747378006545756,0.15377467938822068,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,linux,-0.062158377173687884,0.11784637746024769,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,memory-management,-0.05332510924289702,0.15365465660985042,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,multithreading,-0.05423861288422115,0.1645172412196294,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,numpy,-0.0597102755354985,0.12729642881979325,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,pandas,-0.047170369797345645,0.18627873764960345,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,python,-0.08027422619415348,0.014503864257815809,1.0,1.0
accepted_cond_any_answer_30d_rate,docker,regex,-0.053203233674110305,0.1745704573596114,1.0,0.0
accepted_cond_any_answer_30d_rate,docker,sql,-0.03467247452787054,0.2951221751053209,1.0,0.0
accepted_cond_any_answer_30d_rate,excel,firebase,-0.08393478622904205,0.04483041812047934,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,javascript,-0.09609552298092411,0.013233201087156874,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,kubernetes,-0.07734332112841857,0.06630093594365145,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,linux,-0.08355812242388677,0.04706425402370299,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,memory-management,-0.07303657372764405,0.06414690908730718,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,multithreading,-0.07514008986492081,0.07123855877542956,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,numpy,-0.08027784804920475,0.051830471515623526,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,pandas,-0.06790638140326402,0.0785026854346812,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,python,-0.10132138681057526,0.00714677310147889,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,regex,-0.07366367265820364,0.07827352808448033,1.0,1.0
accepted_cond_any_answer_30d_rate,excel,sql,-0.0540803544895064,0.13025279285544522,1.0,0.0
accepted_cond_any_answer_30d_rate,firebase,javascript,-0.08685939690184491,0.02886160728869626,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,kubernetes,-0.07190283968166324,0.08867554091051172,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,linux,-0.07778884356431393,0.0648378471020901,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,memory-management,-0.06751742058666614,0.08758417011499725,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,multithreading,-0.0699807913496893,0.09439560989570081,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,numpy,-0.07472678702581335,0.07137862031535805,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,pandas,-0.06193585531764513,0.10823639754819644,1.0,0.0
accepted_cond_any_answer_30d_rate,firebase,python,-0.09675740103568631,0.013976621435880372,1.0,1.0
accepted_cond_any_answer_30d_rate,firebase,regex,-0.06889359451170118,0.10091060598197417,1.0,0.0
accepted_cond_any_answer_30d_rate,firebase,sql,-0.049391432363942105,0.17733914491181846,1.0,0.0
accepted_cond_any_answer_30d_rate,javascript,kubernetes,-0.08236954345340597,0.03808865189177741,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,linux,-0.08831797721382899,0.024893411087271486,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,memory-management,-0.07617556842786688,0.04186130017155466,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,multithreading,-0.07834671472627347,0.04809413643120725,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,numpy,-0.08392449678806695,0.031349136860219395,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,pandas,-0.06877965365014199,0.0599181050319512,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,python,-0.06999606235858846,0.013671365112969383,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,regex,-0.07797008252676318,0.04533442208918641,1.0,1.0
accepted_cond_any_answer_30d_rate,javascript,sql,-0.059500147750742374,0.060273169703317836,1.0,1.0
accepted_cond_any_answer_30d_rate,kubernetes,linux,-0.07200117064174127,0.08825203036445654,1.0,1.0
accepted_cond_any_answer_30d_rate,kubernetes,memory-management,-0.06208854217287395,0.11684699604795748,1.0,0.0
accepted_cond_any_answer_30d_rate,kubernetes,multithreading,-0.06443715357622581,0.12475696317063603,1.0,0.0
accepted_cond_any_answer_30d_rate,kubernetes,numpy,-0.0690390599786276,0.09633193440670801,1.0,1.0
accepted_cond_any_answer_30d_rate,kubernetes,pandas,-0.056583195068759674,0.14316472061450883,1.0,0.0
accepted_cond_any_answer_30d_rate,kubernetes,python,-0.09055053165687565,0.016504531007320966,1.0,1.0
accepted_cond_any_answer_30d_rate,kubernetes,regex,-0.06294719784008612,0.13379744673055488,1.0,0.0
accepted_cond_any_answer_30d_rate,kubernetes,sql,-0.04303362416284984,0.22875326979739463,1.0,0.0
accepted_cond_any_answer_30d_rate,linux,memory-management,-0.06755985269191866,0.08775142749744443,1.0,1.0
accepted_cond_any_answer_30d_rate,linux,multithreading,-0.06983115554624451,0.09546050099566249,1.0,1.0
accepted_cond_any_answer_30d_rate,linux,numpy,-0.0746267520075195,0.07186561817309946,1.0,1.0
accepted_cond_any_answer_30d_rate,linux,pandas,-0.062023211065894104,0.10847897133594729,1.0,0.0
accepted_cond_any_answer_30d_rate,linux,python,-0.09581035525745427,0.019180781735176542,1.0,1.0
accepted_cond_any_answer_30d_rate,linux,regex,-0.06865926307060125,0.10186890356616857,1.0,0.0
accepted_cond_any_answer_30d_rate,linux,sql,-0.049583745407119365,0.17054223365935106,1.0,0.0
accepted_cond_any_answer_30d_rate,memory-management,multithreading,-0.06000830826538652,0.12580219062547593,1.0,0.0
accepted_cond_any_answer_30d_rate,memory-management,numpy,-0.06473760122579397,0.09593944875469439,1.0,1.0
accepted_cond_any_answer_30d_rate,memory-management,pandas,-0.052604868952071095,0.14411556899199815,1.0,0.0
accepted_cond_any_answer_30d_rate,memory-management,python,-0.08409582753572381,0.020593998037270276,1.0,1.0
accepted_cond_any_answer_30d_rate,memory-management,regex,-0.059042369859241994,0.13355820818567393,1.0,0.0
accepted_cond_any_answer_30d_rate,memory-management,sql,-0.04049807940999385,0.2276270235054726,1.0,0.0
accepted_cond_any_answer_30d_rate,multithreading,numpy,-0.06688582104547047,0.10394796471470916,1.0,0.0
accepted_cond_any_answer_30d_rate,multithreading,pandas,-0.05416682382647059,0.15538336936077282,1.0,0.0
accepted_cond_any_answer_30d_rate,multithreading,python,-0.08800073263808371,0.02571123229262,1.0,1.0
accepted_cond_any_answer_30d_rate,multithreading,regex,-0.060474539792765625,0.1442347671017893,1.0,0.0
accepted_cond_any_answer_30d_rate,multithreading,sql,-0.04184148285316591,0.24287814864028567,1.0,0.0
accepted_cond_any_answer_30d_rate,numpy,pandas,-0.05910078120478653,0.11845187447283048,1.0,0.0
accepted_cond_any_answer_30d_rate,numpy,python,-0.09258662801319564,0.015623017004933005,1.0,1.0
accepted_cond_any_answer_30d_rate,numpy,regex,-0.06564027349740685,0.1111081073508204,1.0,0.0
accepted_cond_any_answer_30d_rate,numpy,sql,-0.04718113795800613,0.19084165430896038,1.0,0.0
accepted_cond_any_answer_30d_rate,pandas,python,-0.0782323327224945,0.03528688620331405,1.0,1.0
accepted_cond_any_answer_30d_rate,pandas,regex,-0.05303227129752256,0.1635157994169183,1.0,0.0
accepted_cond_any_answer_30d_rate,pandas,sql,-0.034717436404817247,0.28044742449476645,1.0,0.0
accepted_cond_any_answer_30d_rate,python,regex,-0.08865744809711948,0.019554165718517903,1.0,1.0
accepted_cond_any_answer_30d_rate,python,sql,-0.07832318207221389,0.025366186160002604,1.0,1.0
accepted_cond_any_answer_30d_rate,regex,sql,-0.04032696871626419,0.2588225900994905,1.0,0.0
accepted_cond_any_answer_30d_rate,__summary__,__summary__,-0.07206158703746049,0.08394685862567018,1.0,0.6666666666666666
accepted_vote_30d_rate,__summary__,__summary__,-0.07624537006678003,0.005805589620829845,1.0,1.0
