sample,y,x,lag_months_shift,pearson_r,pearson_p,n_months
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-6,-0.12652905394154118,0.49015599905290747,32
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-5,-0.32661706302225246,0.06357157860832614,33
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-4,-0.3743212424780106,0.029183910135254336,34
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-3,-0.4131569512699693,0.013631446385337207,35
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-2,-0.325932553697998,0.05238914467030221,36
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,-1,-0.10108769207848942,0.5516322666671732,37
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,0,0.2580470862434363,0.11777173861765733,38
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,1,0.24060217075742846,0.15143969587545478,37
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,2,0.29621261145726513,0.0794031131443809,36
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,3,0.2065857347220389,0.23377599270869653,35
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,4,0.1533601568808213,0.38653055323032015,34
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,5,0.10331480828437249,0.5672212245342811,33
post_chatgpt,internal_ai_title_rate_z_full,chatgpt_z_full,6,0.08218777505613535,0.6547417001490763,32
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-6,-0.44854829868800355,0.010028057822994828,32
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-5,-0.4241400174630277,0.01389615303723799,33
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-4,-0.42450224401689657,0.012339648225849736,34
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-3,-0.24322627131434404,0.1591507949566282,35
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-2,-0.09947712472230952,0.5637818859092298,36
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,-1,0.06381053695531223,0.7075079912777472,37
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,0,0.20173947548759213,0.22451918693637074,38
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,1,0.2167418392427168,0.1975652668175488,37
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,2,0.20139887592570982,0.23885099132542234,36
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,3,0.1093536916189507,0.531754721709124,35
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,4,0.04941557930762599,0.7813718643609859,34
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,5,-0.04725732656544322,0.7939761117241192,33
post_chatgpt,internal_chatgpt_title_rate_z_full,chatgpt_z_full,6,-0.07744498917397305,0.6735369423333409,32
