family,model,outcome,weight_col,formula,term,coef,se,pval,nobs
binary,established_only,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,246.86011852731244,101.1360914899321,0.014651901259110691,1142
binary,baseline,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.001093376483475338,0.006322444262549139,0.8627019500632269,1138
binary,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.006634918139866174,0.005376672551586952,0.21719568197761774,1137
binary,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,0.035767831529198484,0.03908631984722259,0.36013993760225493,1137
binary,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,-0.07007546290992372,0.043240261347145655,0.10510198631451037,1137
binary,established_only,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.0010812062277520567,0.00645990561687562,0.8670774885373851,1137
binary,established_only,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,-0.00032417093335543985,0.0336158416448175,0.9923058010358862,1137
binary,baseline,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,0.009133906533247872,0.002893942036226702,0.0015983037997761972,1140
binary,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,0.00909157042159086,0.002821014571920424,0.0012694342376608394,1138
binary,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,-0.028666458241347375,0.01847458314351412,0.12074118093494897,1138
binary,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,-0.01499735298297697,0.030640365314090402,0.6245132998279941,1138
binary,established_only,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,0.008377745255117254,0.0026564292283274924,0.001611805379743358,1138
binary,established_only,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,0.02416684675561291,0.016939936692046596,0.15368955369903894,1138
binary,baseline,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.03253075449220413,0.010482813974831643,0.001914102180839473,1147
binary,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.030474306278636204,0.009084283267499512,0.0007947445595698403,1145
binary,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,0.18038160047624605,0.06162621845319453,0.0034221925640010105,1145
binary,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,0.12287327684270581,0.09424247465145609,0.19230200558239086,1145
binary,established_only,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),high_post,-0.02747056352307393,0.00949226648017385,0.0038037526661397624,1145
binary,established_only,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,-0.1615441531363202,0.04855273611863882,0.0008772669838258089,1145
continuous,baseline,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.011260864940083362,0.007397490682718736,0.12794527460225352,1147
continuous,with_subtypes,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.00923626641666683,0.006853316986712088,0.17775249231679868,1145
continuous,with_subtypes,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,0.1270461493091215,0.052561474547960334,0.015644874464693877,1145
continuous,with_subtypes,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,0.1410675733118021,0.0739697323116918,0.056507819860808176,1145
continuous,established_only,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.009676532662477071,0.007082611147599359,0.17186426626461881,1145
continuous,established_only,any_answer_7d_rate,any_answer_7d_denom,any_answer_7d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,-0.13185794582280763,0.03839015418523165,0.0005932510172768087,1145
continuous,baseline,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,52.627988493325134,15.253470268336931,0.0005601080768184788,1143
continuous,with_subtypes,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,43.410920008689054,11.363917604842898,0.00013341574338834002,1142
continuous,with_subtypes,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,-200.25863761314142,117.85323153975285,0.08927762828147337,1142
continuous,with_subtypes,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,-397.62166223316,167.24168708756252,0.01742915686304861,1142
continuous,established_only,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,49.48885456224445,13.634236777778854,0.0002836971713254429,1142
continuous,established_only,first_positive_answer_latency_mean,first_positive_answer_latency_denom,first_positive_answer_latency_mean ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,271.62910659337064,107.34391702646295,0.011391422729176707,1142
continuous,baseline,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.0040206907198312315,0.004309676903592876,0.35084846220006516,1138
continuous,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.007892104774872469,0.004119871095645122,0.055413565226229325,1137
continuous,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,0.04217022273796982,0.036980756184066474,0.2541493276542801,1137
continuous,with_subtypes,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,-0.08212143223238576,0.044565365005425746,0.06537008977275946,1137
continuous,established_only,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.0040359099817915,0.004442736412758119,0.3636516828724541,1137
continuous,established_only,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_cond_any_answer_30d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,0.001519163095108982,0.03402298449995257,0.9643854251153756,1137
continuous,baseline,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,0.001488425135396682,0.0027048235956319056,0.5821235855915077,1140
continuous,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,0.0007454588957183678,0.002705531878225993,0.7829080309928749,1138
continuous,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,-0.025310795468386625,0.018628696836105754,0.1742419260571294,1138
continuous,with_subtypes,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,-0.0376518952857825,0.032063453271784184,0.24027760431550027,1138
continuous,established_only,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,0.0011329272411619259,0.002542683562307033,0.655912509066926,1138
continuous,established_only,accepted_vote_30d_rate,accepted_vote_30d_denom,accepted_vote_30d_rate ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,0.029562195986318828,0.017668910996821687,0.09430381296738347,1138
continuous,baseline,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.013423604569789286,0.008641748087700763,0.12034105588988037,1147
continuous,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.011976961303509507,0.007846079928269068,0.12688791852494757,1145
continuous,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),brand_new_platform_share,0.18043570212874543,0.06125460555560181,0.0032225858946252585,1145
continuous,with_subtypes,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),low_tenure_existing_share,0.16011199315688968,0.09482780081059564,0.09132489372540953,1145
continuous,established_only,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),exposure_post,-0.011338783169758967,0.008162133952228671,0.16477392752197195,1145
continuous,established_only,first_answer_1d_rate_closure,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ exposure_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id),established_cross_tag_share,-0.17346748364365472,0.04903913107139925,0.0004041976014272622,1145
