model_id,panel,outcome,term,leaveout_primary_tag,coef,se,pval,nobs,weight_col,formula
T3_low_tenure_share,residual,low_tenure_existing_share,high_post,python,-0.06100697162482203,0.004166273191013855,5.053123479496639e-44,1073,n_new_answerers_profiles,low_tenure_existing_share ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T3_low_tenure_share,residual,low_tenure_existing_share,high_post,regex,-0.06350185666102776,0.003982942447507306,5.177203078531711e-51,1073,n_new_answerers_profiles,low_tenure_existing_share ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T3_low_tenure_share,residual,low_tenure_existing_share,high_post,sql,-0.06196935655523006,0.004012952917749415,2.817491782884189e-48,1073,n_new_answerers_profiles,low_tenure_existing_share ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,__full__,-0.03253075449220413,0.0053432940261223,1.6026449025459237e-09,1147,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,android,-0.03479882641126099,0.006782377894470706,3.481964467846461e-07,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,apache-spark,-0.031095793883529156,0.005473102325338065,1.7620350097783774e-08,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,bash,-0.03269800147148726,0.005453162429362948,2.8436498993128133e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,docker,-0.033687229902902065,0.005691744706042626,4.493829691451696e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,excel,-0.03548936179756078,0.00526676780650399,2.7374310139490602e-11,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,firebase,-0.033770472578170736,0.005570586865446793,1.9168602197868596e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,javascript,-0.02883672815919829,0.005653459802542346,4.065897600511624e-07,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,kubernetes,-0.02863217022101518,0.005500368045987755,2.359706734433708e-07,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,linux,-0.03475478345434137,0.005624778880417724,9.475172466222253e-10,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,memory-management,-0.032486519123354665,0.005481381394252296,4.285351923408323e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,multithreading,-0.03232056586772192,0.005555803730651952,8.10009388583931e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,numpy,-0.032588338016466156,0.005458833295032329,3.3200729265410464e-09,1078,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,pandas,-0.03271046473306996,0.005460707121162493,2.944727140265376e-09,1077,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,python,-0.022324115285959213,0.00541895057523523,4.1170877229760424e-05,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,regex,-0.03199281051418414,0.005428676286097481,5.211977855926224e-09,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_first_answer_1d,subtype,first_answer_1d_rate_closure,high_post,sql,-0.03798904274862832,0.005108736942801918,2.270710151937519e-13,1075,first_answer_1d_denom_closure,first_answer_1d_rate_closure ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,__full__,0.009133906533247872,0.0031967027912844673,0.004358155062484085,1140,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,android,0.00856894321598281,0.004141422657535036,0.03880361681032934,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,apache-spark,0.007863300765789333,0.003240833767583245,0.01543458107853415,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,bash,0.009270670165744734,0.003243957740874304,0.004356956200677459,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,docker,0.011140296047788609,0.003432038964657849,0.0012107139136471165,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,excel,0.00893595722856183,0.003219924640326864,0.005623047985280168,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,firebase,0.007770601399277433,0.0033337651113158526,0.019964358060920374,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,javascript,0.008890750583924016,0.0033862218419977398,0.008787098274801905,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,kubernetes,0.008973735655716141,0.0032372573123214976,0.005677873686634324,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,linux,0.009880634262489873,0.0033338374551657524,0.0031137342240987525,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,memory-management,0.009247679928619811,0.003213405850158863,0.0040920720280067675,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,multithreading,0.009494883347471866,0.003274801973416203,0.0038235410333890044,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,numpy,0.009149719961066881,0.0032280547454822733,0.00468593634543733,1071,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,pandas,0.009350835130257171,0.003258039179141827,0.0041929217216842484,1070,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,python,0.008205253971053286,0.0033949715582721725,0.015838195152496064,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,regex,0.009628190009898856,0.003178594207345588,0.0025182267324735173,1068,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4A_accepted_vote_30d,subtype,accepted_vote_30d_rate,high_post,sql,0.00921665825285298,0.0032032999101666384,0.00409986009556139,1069,accepted_vote_30d_denom,accepted_vote_30d_rate ~ high_post + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,__full__,0.12710268729144314,0.026873475246217603,2.5586332160278824e-06,1145,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,android,0.12581938250597635,0.026761497402336513,2.9561040026598627e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,apache-spark,0.13813769432453463,0.02767631231263887,7.11108666447049e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,bash,0.13201952247206833,0.027837671776617175,2.4276505372432205e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,docker,0.1325942947619869,0.027369064770295302,1.4756108287477922e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,excel,0.08311538694774928,0.03077018513215671,0.007030142923965407,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,firebase,0.14087514924295308,0.027307355282350284,3.0121567421334904e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,javascript,0.12783410665752357,0.027513770624135108,3.847493036120695e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,kubernetes,0.1304875886938669,0.027199423740568763,1.8595734609657148e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,linux,0.12886071476684635,0.02766153151362089,3.6294766895416443e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,memory-management,0.12990944133966842,0.027894083082138244,3.6509293276752587e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,multithreading,0.13574850391093962,0.027990363394777864,1.4386790417192184e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,numpy,0.13116427211883386,0.027811530324453486,2.75369443219702e-06,1077,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,pandas,0.13659283386705673,0.028118804999574105,1.3833100473063797e-06,1076,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,python,0.0921813098925017,0.03004996644613199,0.0022177185904155568,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,regex,0.13759899483827256,0.027681486311549385,7.880696565037813e-07,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_brand_new_to_any_answer_7d,subtype,any_answer_7d_rate,brand_new_platform_share,sql,0.0957336442619273,0.026697532224268117,0.00035272320954832416,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + brand_new_platform_share + low_tenure_existing_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,__full__,-0.12208356646400555,0.023166749690521925,1.659929421364748e-07,1145,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,android,-0.11417366108177725,0.023268652799205713,1.0853797725599994e-06,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
T4B_established_to_any_answer_7d,subtype,any_answer_7d_rate,established_cross_tag_share,apache-spark,-0.1297960676544684,0.02390990263669454,7.178684883621557e-08,1073,any_answer_7d_denom,any_answer_7d_rate ~ high_post + established_cross_tag_share + C(primary_tag):time_index + C(primary_tag) + C(month_id)
