primary_tag,month_id,time_index,role,post_chatgpt,exposure_index,high_tag,high_post,residual_queue_complexity_index_mean,n_role_questions,profile_coverage,recent_entrant_30d_share,recent_entrant_90d_share,recent_entrant_365d_share,incumbent_365d_share,brand_new_platform_share,low_tenure_existing_share,established_cross_tag_share,mean_log_tenure_days
android,2020-03,3,first_positive,0,-0.5824723369899437,0,0,0.0377806813878112,2413,1.0,0.5988396187318691,0.9726481558226274,0.9917115623704932,0.008288437629506838,0.09738914214670534,0.10194778284293411,0.8006630750103605,2.129690268580007
android,2020-03,3,top_score,0,-0.5824723369899437,0,0,0.0377806813878112,4647,1.0,0.6410587475790833,0.9743920809124166,0.990101140520766,0.009898859479233914,0.1082418764794491,0.11405207660856466,0.7777060469119862,1.9829911550956123
android,2020-04,4,accepted_current,0,-0.5824723369899437,0,0,0.0190485373396147,2452,1.0,0.5799347471451876,0.8058727569331158,0.9959216965742251,0.004078303425774877,0.05587275693311582,0.14151712887438825,0.802610114192496,2.289748368814366
android,2020-04,4,first_answer,0,-0.5824723369899437,0,0,0.0190485373396147,5108,1.0,0.6133516053249805,0.8320281910728269,0.9943226311667972,0.005677368833202819,0.08907595927956147,0.14075959279561473,0.7701644479248239,2.1225936541327006
android,2020-04,4,first_positive,0,-0.5824723369899437,0,0,0.0190485373396147,2630,1.0,0.5775665399239543,0.7939163498098859,0.9931558935361217,0.006844106463878327,0.08365019011406843,0.12243346007604562,0.7939163498098859,2.2779024062100386
android,2020-04,4,top_score,0,-0.5824723369899437,0,0,0.0190485373396147,5108,1.0,0.6168754894283477,0.8261550509005482,0.99079874706343,0.009201252936570085,0.08711824588880188,0.139389193422083,0.7734925606891151,2.1083635222432715
android,2020-05,5,accepted_current,0,-0.5824723369899437,0,0,0.0330252563042341,2422,1.0,0.5144508670520231,0.662262592898431,0.9971098265895953,0.002890173410404624,0.058629232039636665,0.17010734929810073,0.7712634186622626,2.577285833573169
android,2020-05,5,first_answer,0,-0.5824723369899437,0,0,0.0330252563042341,4912,1.0,0.5907980456026058,0.7259771986970684,0.9920602605863192,0.007939739413680782,0.08754071661237785,0.18220684039087948,0.7302524429967426,2.2649465551511967
android,2020-05,5,first_positive,0,-0.5824723369899437,0,0,0.0330252563042341,2648,1.0,0.5343655589123867,0.6688066465256798,0.9916918429003021,0.008308157099697885,0.07854984894259819,0.14652567975830816,0.7749244712990937,2.4864326923312245
android,2020-05,5,top_score,0,-0.5824723369899437,0,0,0.0330252563042341,4912,1.0,0.5859120521172638,0.7198697068403909,0.9898208469055375,0.01017915309446254,0.08611563517915309,0.17569218241042345,0.7381921824104235,2.276249730962905
android,2020-06,6,accepted_current,0,-0.5824723369899437,0,0,0.0214835747636388,2201,1.0,0.502044525215811,0.6297137664697865,0.9945479327578374,0.005452067242162653,0.0708768741481145,0.12539754656974103,0.8037255792821445,2.71771402602078
android,2020-06,6,first_answer,0,-0.5824723369899437,0,0,0.0214835747636388,4534,1.0,0.5655050727834142,0.6887957653286282,0.992501102779003,0.007498897220996913,0.11204234671371857,0.14181737979708867,0.7461402734891928,2.435967133026635
android,2020-06,6,first_positive,0,-0.5824723369899437,0,0,0.0214835747636388,2457,1.0,0.5136345136345136,0.6398046398046398,0.9926739926739927,0.007326007326007326,0.0984940984940985,0.11273911273911275,0.7887667887667887,2.634508381418217
android,2020-06,6,top_score,0,-0.5824723369899437,0,0,0.0214835747636388,4534,1.0,0.5573445081605646,0.6786501985002206,0.9896338773709749,0.010366122629025143,0.10939567710630789,0.13630348478164975,0.7543008381120423,2.4645682751088054
android,2020-07,7,accepted_current,0,-0.5824723369899437,0,0,0.0422296323348375,2193,1.0,0.47560419516643865,0.6260829913360693,0.9936160510715915,0.006383948928408573,0.07979936160510716,0.15047879616963064,0.7697218422252622,2.8458604161159373
android,2020-07,7,first_answer,0,-0.5824723369899437,0,0,0.0422296323348375,4429,1.0,0.5231429216527432,0.663355159178144,0.9909686159403929,0.009031384059607135,0.11018288552720705,0.16324226687739896,0.726574847595394,2.64912780447704
android,2020-07,7,first_positive,0,-0.5824723369899437,0,0,0.0422296323348375,2358,1.0,0.46480067854113655,0.6098388464800678,0.9927905004240882,0.00720949957591179,0.09711620016963528,0.131891433418151,0.7709923664122137,2.8929449851927114
android,2020-07,7,top_score,0,-0.5824723369899437,0,0,0.0422296323348375,4429,1.0,0.5235944908557236,0.6588394671483405,0.9884849853240009,0.011515014675999097,0.10634454730187401,0.15692029803567398,0.736735154662452,2.6456080188130433
android,2020-08,8,accepted_current,0,-0.5824723369899437,0,0,0.0249967011515838,1894,1.0,0.4662090813093981,0.5791974656810982,0.9963041182682154,0.003695881731784583,0.07444561774023231,0.15469904963041184,0.7708553326293559,2.9423974222994187
android,2020-08,8,first_answer,0,-0.5824723369899437,0,0,0.0249967011515838,3861,1.0,0.5128205128205128,0.6236726236726237,0.9924889924889925,0.007511007511007511,0.10826210826210826,0.16938616938616938,0.7223517223517224,2.7063844018242627
android,2020-08,8,first_positive,0,-0.5824723369899437,0,0,0.0249967011515838,2110,1.0,0.4597156398104265,0.5691943127962086,0.9919431279620853,0.008056872037914692,0.09289099526066351,0.14265402843601896,0.7644549763033175,2.9622750931884396
android,2020-08,8,top_score,0,-0.5824723369899437,0,0,0.0249967011515838,3861,1.0,0.5081585081585082,0.6174566174566175,0.98989898989899,0.010101010101010102,0.10437710437710437,0.16576016576016575,0.7298627298627298,2.7222941587637246
android,2020-09,9,accepted_current,0,-0.5824723369899437,0,0,0.0114923862827735,1772,1.0,0.45146726862302483,0.5440180586907449,0.9960496613995485,0.0039503386004514675,0.055304740406320545,0.16422121896162528,0.7804740406320542,3.0849935672838393
android,2020-09,9,first_answer,0,-0.5824723369899437,0,0,0.0114923862827735,3659,1.0,0.5080623121071332,0.5892320306094562,0.9907078436731347,0.009292156326865263,0.0926482645531566,0.15168078710030064,0.7556709483465428,2.834373951847254
android,2020-09,9,first_positive,0,-0.5824723369899437,0,0,0.0114923862827735,1960,1.0,0.4443877551020408,0.5346938775510204,0.9897959183673469,0.01020408163265306,0.08775510204081632,0.13979591836734695,0.7724489795918368,3.1183030404305985
android,2020-09,9,top_score,0,-0.5824723369899437,0,0,0.0114923862827735,3659,1.0,0.500136649357748,0.5818529652910631,0.9879748565181744,0.012025143481825635,0.0926482645531566,0.14812790379885216,0.7592238316479912,2.870100657560206
android,2020-10,10,accepted_current,0,-0.5824723369899437,0,0,-0.002631657815227,1823,1.0,0.4339001645639057,0.5139879319802523,0.9939659901261657,0.006034009873834339,0.08063631376851343,0.13274821722435545,0.7866154690071311,3.227685145453995
android,2020-10,10,first_answer,0,-0.5824723369899437,0,0,-0.002631657815227,3732,1.0,0.48258306538049306,0.5645766345123259,0.990085744908896,0.009914255091103965,0.10878885316184352,0.15407288317256163,0.7371382636655949,2.957898544366905
android,2020-10,10,first_positive,0,-0.5824723369899437,0,0,-0.002631657815227,1975,1.0,0.4410126582278481,0.5139240506329114,0.9873417721518988,0.012658227848101266,0.10683544303797468,0.13265822784810127,0.760506329113924,3.1764376750267966
android,2020-10,10,top_score,0,-0.5824723369899437,0,0,-0.002631657815227,3732,1.0,0.48633440514469456,0.565112540192926,0.9863344051446945,0.013665594855305467,0.11093247588424437,0.1492497320471597,0.7398177920685959,2.93703850781016
android,2020-11,11,accepted_current,0,-0.5824723369899437,0,0,-0.0029139660873455,1659,1.0,0.3960216998191682,0.4743821579264617,0.9921639541892706,0.007836045810729355,0.10367691380349608,0.14828209764918626,0.7480409885473177,3.425140684667544
android,2020-11,11,first_answer,0,-0.5824723369899437,0,0,-0.0029139660873455,3415,1.0,0.4494875549048316,0.5329428989751098,0.9856515373352855,0.014348462664714495,0.1349926793557833,0.15871156661786237,0.7062957540263544,3.1459811098576935
android,2020-11,11,first_positive,0,-0.5824723369899437,0,0,-0.0029139660873455,1934,1.0,0.41313340227507755,0.48345398138572904,0.9829369183040331,0.017063081695966906,0.13598759048603928,0.11995863495346432,0.7440537745604964,3.3544910466822295
android,2020-11,11,top_score,0,-0.5824723369899437,0,0,-0.0029139660873455,3415,1.0,0.45065885797950217,0.5303074670571011,0.9818448023426062,0.01815519765739385,0.13704245973645682,0.15724743777452416,0.705710102489019,3.1379343149620347
android,2020-12,12,accepted_current,0,-0.5824723369899437,0,0,0.0261842263033681,1680,1.0,0.41309523809523807,0.49702380952380953,0.9928571428571429,0.007142857142857143,0.0869047619047619,0.14642857142857144,0.7666666666666667,3.40191469754955
android,2020-12,12,first_answer,0,-0.5824723369899437,0,0,0.0261842263033681,3387,1.0,0.4582226158842634,0.5343962208444051,0.9870091526424565,0.012990847357543548,0.11189843519338648,0.14909949808089754,0.739002066725716,3.179991846348528
android,2020-12,12,first_positive,0,-0.5824723369899437,0,0,0.0261842263033681,1819,1.0,0.4007696536558549,0.48598130841121495,0.9879054425508521,0.012094557449147883,0.10335349092908191,0.12369433754810336,0.7729521715228147,3.448394291378623
android,2020-12,12,top_score,0,-0.5824723369899437,0,0,0.0261842263033681,3387,1.0,0.4588131089459699,0.5341009743135519,0.9822852081488043,0.01771479185119575,0.11219368172423974,0.14348981399468555,0.7443165042810747,3.172208750827859
android,2021-01,13,accepted_current,0,-0.5824723369899437,0,0,0.0239998511088022,1740,1.0,0.44482758620689655,0.5189655172413793,0.8333333333333334,0.16666666666666666,0.09425287356321839,0.19827586206896552,0.707471264367816,3.388152401691117
android,2021-01,13,first_answer,0,-0.5824723369899437,0,0,0.0239998511088022,3631,1.0,0.489672266593225,0.5700908840539797,0.8672541999449187,0.13274580005508124,0.12310658220875792,0.1955384191682732,0.6813549986229689,3.104701322336247
android,2021-01,13,first_positive,0,-0.5824723369899437,0,0,0.0239998511088022,1954,1.0,0.44319344933469806,0.5127942681678608,0.8295803480040942,0.17041965199590584,0.11258955987717502,0.18014329580348004,0.7072671443193449,3.3948646201444523
android,2021-01,13,top_score,0,-0.5824723369899437,0,0,0.0239998511088022,3631,1.0,0.49077389148994766,0.564858165794547,0.8576149820985954,0.14238501790140456,0.12365739465711925,0.18947948223629854,0.6868631231065823,3.1122546571532546
android,2021-02,14,accepted_current,0,-0.5824723369899437,0,0,0.0225630259080181,1442,1.0,0.4389736477115118,0.5013869625520111,0.7905686546463245,0.20943134535367544,0.09292649098474341,0.15950069348127602,0.7475728155339806,3.315957232268451
android,2021-02,14,first_answer,0,-0.5824723369899437,0,0,0.0225630259080181,3042,1.0,0.47534516765285995,0.5338593030900723,0.8129520052596976,0.18704799474030243,0.12590401051939515,0.1722550953320184,0.7018408941485864,3.1289668541446387
android,2021-02,14,first_positive,0,-0.5824723369899437,0,0,0.0225630259080181,1569,1.0,0.4321223709369025,0.49394518801784576,0.7737412364563416,0.22625876354365837,0.11536010197578075,0.13065646908859146,0.7539834289356278,3.343029561431446
android,2021-02,14,top_score,0,-0.5824723369899437,0,0,0.0225630259080181,3042,1.0,0.4750164365548981,0.5338593030900723,0.8076923076923077,0.19230769230769232,0.11965811965811966,0.16436554898093358,0.7159763313609467,3.118415048055712
android,2021-03,15,accepted_current,0,-0.5824723369899437,0,0,-0.0055998801944107,1580,1.0,0.3930379746835443,0.4481012658227848,0.6968354430379747,0.3031645569620253,0.11139240506329114,0.1341772151898734,0.7544303797468355,3.6763954572136583
android,2021-03,15,first_answer,0,-0.5824723369899437,0,0,-0.0055998801944107,3390,1.0,0.4557522123893805,0.5138643067846608,0.7424778761061946,0.2575221238938053,0.13982300884955753,0.15250737463126843,0.707669616519174,3.3175616231852403
android,2021-03,15,first_positive,0,-0.5824723369899437,0,0,-0.0055998801944107,1820,1.0,0.3956043956043956,0.45054945054945056,0.6906593406593406,0.30934065934065935,0.1445054945054945,0.11978021978021978,0.7357142857142858,3.6503399890009485
android,2021-03,15,top_score,0,-0.5824723369899437,0,0,-0.0055998801944107,3390,1.0,0.45132743362831856,0.5123893805309735,0.7327433628318584,0.2672566371681416,0.14041297935103245,0.15132743362831858,0.708259587020649,3.3327112728560704
android,2021-04,16,accepted_current,0,-0.5824723369899437,0,0,0.0307488032845654,1600,1.0,0.355,0.445,0.660625,0.339375,0.105625,0.13125,0.763125,3.7815625723286064
android,2021-04,16,first_answer,0,-0.5824723369899437,0,0,0.0307488032845654,3223,1.0,0.4148309028855104,0.5063605336642879,0.7192057089668011,0.28079429103319886,0.13434688178715481,0.1430344399627676,0.7226186782500775,3.4677836055332407
android,2021-04,16,first_positive,0,-0.5824723369899437,0,0,0.0307488032845654,1748,1.0,0.3609839816933638,0.45080091533180777,0.6624713958810069,0.33752860411899316,0.12471395881006865,0.11384439359267734,0.761441647597254,3.776556207947394
android,2021-04,16,top_score,0,-0.5824723369899437,0,0,0.0307488032845654,3223,1.0,0.4145206329506671,0.5041886441203848,0.7148619298789948,0.2851380701210053,0.13682904126590134,0.13962147067949116,0.7235494880546075,3.469815832554748
android,2021-05,17,accepted_current,0,-0.5824723369899437,0,0,0.0046956582974475,1537,1.0,0.4053350683148991,0.47690305790500975,0.656473649967469,0.3435263500325309,0.08458035133376708,0.1567989590110605,0.7586206896551724,3.5984903127874865
android,2021-05,17,first_answer,0,-0.5824723369899437,0,0,0.0046956582974475,3242,1.0,0.4651449722393584,0.5388648982109808,0.715916101172116,0.28408389882788404,0.11196792103639729,0.17766810610734116,0.7103639728562615,3.24098260353953
android,2021-05,17,first_positive,0,-0.5824723369899437,0,0,0.0046956582974475,1790,1.0,0.4223463687150838,0.4893854748603352,0.6636871508379888,0.33631284916201115,0.09888268156424582,0.13854748603351955,0.7625698324022346,3.4973242493011076
android,2021-05,17,top_score,0,-0.5824723369899437,0,0,0.0046956582974475,3242,1.0,0.4611351017890191,0.5345465761875385,0.7082048118445404,0.2917951881554596,0.11011721159777915,0.1714990746452807,0.7183837137569402,3.262750498385274
android,2021-06,18,accepted_current,0,-0.5824723369899437,0,0,-0.0061716972178062,1563,1.0,0.42418426103646834,0.4926423544465771,0.635956493921945,0.364043506078055,0.07293666026871401,0.1708253358925144,0.7562380038387716,3.650865893320299
android,2021-06,18,first_answer,0,-0.5824723369899437,0,0,-0.0061716972178062,3245,1.0,0.48782742681047764,0.5568567026194144,0.7016949152542373,0.2983050847457627,0.11155624036979969,0.19198767334360556,0.6964560862865947,3.2780498151493163
android,2021-06,18,first_positive,0,-0.5824723369899437,0,0,-0.0061716972178062,1755,1.0,0.4341880341880342,0.5037037037037037,0.6501424501424501,0.34985754985754985,0.10484330484330484,0.16638176638176638,0.7287749287749288,3.5717954188372456
android,2021-06,18,top_score,0,-0.5824723369899437,0,0,-0.0061716972178062,3245,1.0,0.4761171032357473,0.5417565485362096,0.6902927580893683,0.30970724191063176,0.10878274268104776,0.1852080123266564,0.7060092449922959,3.3369147033495987
android,2021-07,19,accepted_current,0,-0.5824723369899437,0,0,0.0477869938608817,1467,1.0,0.35446489434219497,0.4049079754601227,0.6032719836400818,0.3967280163599182,0.08929788684389911,0.15064758009543286,0.7600545330606681,3.885393280239521
android,2021-07,19,first_answer,0,-0.5824723369899437,0,0,0.0477869938608817,3139,1.0,0.3972602739726027,0.4619305511309334,0.6565785281936922,0.3434214718063077,0.1201019432940427,0.1478177763618987,0.7320802803440586,3.6454667860845946
android,2021-07,19,first_positive,0,-0.5824723369899437,0,0,0.0477869938608817,1700,1.0,0.3652941176470588,0.4252941176470588,0.6070588235294118,0.39294117647058824,0.10411764705882352,0.13176470588235295,0.7641176470588236,3.822477452925774
android,2021-07,19,top_score,0,-0.5824723369899437,0,0,0.0477869938608817,3139,1.0,0.39885313794201976,0.45619624084103216,0.6486142083466072,0.3513857916533928,0.12042051608792609,0.14272061165976427,0.7368588722523096,3.652898719535086
android,2021-08,20,accepted_current,0,-0.5824723369899437,0,0,0.0023334153749808,1417,1.0,0.3429781227946366,0.40225829216654907,0.6224417784050812,0.37755822159491886,0.10938602681721948,0.155257586450247,0.7353563867325336,3.9622952707716417
android,2021-08,20,first_answer,0,-0.5824723369899437,0,0,0.0023334153749808,3046,1.0,0.407091267235719,0.4701247537754432,0.6677609980302035,0.33223900196979644,0.14609323703217333,0.15889691398555483,0.6950098489822718,3.599484110367209
android,2021-08,20,first_positive,0,-0.5824723369899437,0,0,0.0023334153749808,1753,1.0,0.3702224757558471,0.4209925841414718,0.6309184255561894,0.3690815744438106,0.13177410154021676,0.13177410154021676,0.7364517969195664,3.8349921979402937
android,2021-08,20,top_score,0,-0.5824723369899437,0,0,0.0023334153749808,3046,1.0,0.4093893630991464,0.46355876559422193,0.6585686145764937,0.34143138542350626,0.14806303348653974,0.15495732107682206,0.6969796454366383,3.603110696249553
android,2021-09,21,accepted_current,0,-0.5824723369899437,0,0,0.0192598328226073,1363,1.0,0.34556126192223036,0.42626559060895086,0.6419662509170947,0.35803374908290536,0.08657373440939105,0.1408657373440939,0.772560528246515,3.9282980409141213
android,2021-09,21,first_answer,0,-0.5824723369899437,0,0,0.0192598328226073,2914,1.0,0.39807824296499655,0.47494852436513385,0.6702127659574468,0.32978723404255317,0.13726835964310227,0.14996568291008922,0.7127659574468085,3.6524776520359246
android,2021-09,21,first_positive,0,-0.5824723369899437,0,0,0.0192598328226073,1605,1.0,0.3514018691588785,0.41557632398753896,0.632398753894081,0.367601246105919,0.11526479750778816,0.1252336448598131,0.7595015576323988,3.9441116259408653
android,2021-09,21,top_score,0,-0.5824723369899437,0,0,0.0192598328226073,2914,1.0,0.3987645847632121,0.4739190116678106,0.6702127659574468,0.32978723404255317,0.13246396705559368,0.14756348661633492,0.7199725463280714,3.6424394325619076
android,2021-10,22,accepted_current,0,-0.5824723369899437,0,0,0.0060213755331164,1244,1.0,0.3207395498392283,0.3762057877813505,0.5779742765273312,0.4220257234726688,0.08762057877813505,0.1760450160771704,0.7363344051446945,4.113036141666459
android,2021-10,22,first_answer,0,-0.5824723369899437,0,0,0.0060213755331164,2632,1.0,0.368161094224924,0.4338905775075988,0.628419452887538,0.371580547112462,0.11170212765957446,0.1778115501519757,0.7104863221884499,3.826288142518301
android,2021-10,22,first_positive,0,-0.5824723369899437,0,0,0.0060213755331164,1410,1.0,0.32907801418439714,0.38156028368794326,0.5780141843971631,0.4219858156028369,0.10070921985815603,0.1453900709219858,0.7539007092198582,4.067453835177439
android,2021-10,22,top_score,0,-0.5824723369899437,0,0,0.0060213755331164,2632,1.0,0.37537993920972645,0.4338905775075988,0.6257598784194529,0.3742401215805471,0.11246200607902736,0.17211246200607902,0.7154255319148937,3.787037679285027
android,2021-11,23,accepted_current,0,-0.5824723369899437,0,0,0.0021964041478486,1272,1.0,0.32075471698113206,0.3718553459119497,0.5668238993710691,0.4331761006289308,0.09040880503144653,0.1619496855345912,0.7476415094339622,4.157540923687665
android,2021-11,23,first_answer,0,-0.5824723369899437,0,0,0.0021964041478486,2678,1.0,0.38349514563106796,0.4447348767737117,0.6131441374159821,0.38685586258401794,0.12173263629574309,0.16691560866318148,0.7113517550410754,3.7954132909430096
android,2021-11,23,first_positive,0,-0.5824723369899437,0,0,0.0021964041478486,1432,1.0,0.33379888268156427,0.38687150837988826,0.5628491620111732,0.4371508379888268,0.11312849162011174,0.14385474860335196,0.7430167597765364,4.09840463038659
android,2021-11,23,top_score,0,-0.5824723369899437,0,0,0.0021964041478486,2678,1.0,0.3842419716206124,0.44100074682598955,0.6045556385362211,0.3954443614637789,0.12098581030619865,0.16392830470500375,0.7150858849887977,3.7988343831992775
android,2021-12,24,accepted_current,0,-0.5824723369899437,0,0,-0.0061969808188655,1116,1.0,0.3521505376344086,0.3951612903225806,0.5860215053763441,0.41397849462365593,0.07526881720430108,0.1827956989247312,0.7419354838709677,4.043280786294073
android,2021-12,24,first_answer,0,-0.5824723369899437,0,0,-0.0061969808188655,2440,1.0,0.3897540983606557,0.44754098360655736,0.646311475409836,0.3536885245901639,0.12008196721311476,0.17131147540983607,0.7086065573770491,3.7543582222283627
android,2021-12,24,first_positive,0,-0.5824723369899437,0,0,-0.0061969808188655,1317,1.0,0.32953682611996965,0.37585421412300685,0.5732725892179195,0.4267274107820805,0.1017463933181473,0.15945330296127563,0.738800303720577,4.16253600399262
android,2021-12,24,top_score,0,-0.5824723369899437,0,0,-0.0061969808188655,2440,1.0,0.39057377049180325,0.44344262295081965,0.6409836065573771,0.3590163934426229,0.1180327868852459,0.16926229508196722,0.7127049180327869,3.7569364043673596
android,2022-01,25,accepted_current,0,-0.5824723369899437,0,0,0.0058299187002583,1275,1.0,0.3607843137254902,0.41490196078431374,0.571764705882353,0.42823529411764705,0.10823529411764705,0.16549019607843138,0.7262745098039216,4.013461439033088
android,2022-01,25,first_answer,0,-0.5824723369899437,0,0,0.0058299187002583,2812,1.0,0.41216216216216217,0.4786628733997155,0.6351351351351351,0.36486486486486486,0.14864864864864866,0.17425320056899005,0.6770981507823614,3.6674032931847886
android,2022-01,25,first_positive,0,-0.5824723369899437,0,0,0.0058299187002583,1487,1.0,0.36112979152656355,0.4189643577673167,0.5709482178883658,0.42905178211163414,0.12710154673839946,0.16005379959650304,0.7128446536650975,4.006092194266114
android,2022-01,25,top_score,0,-0.5824723369899437,0,0,0.0058299187002583,2812,1.0,0.41251778093883357,0.47617354196301565,0.6266002844950214,0.37339971550497864,0.1475817923186344,0.16642958748221906,0.6859886201991465,3.670918896273672
android,2022-02,26,accepted_current,0,-0.5824723369899437,0,0,-0.0218632093833569,1140,1.0,0.3298245614035088,0.39210526315789473,0.5368421052631579,0.4631578947368421,0.09473684210526316,0.17105263157894737,0.7342105263157894,4.150359655799465
android,2022-02,26,first_answer,0,-0.5824723369899437,0,0,-0.0218632093833569,2566,1.0,0.39477786438035856,0.45869056897895555,0.5978176149649259,0.40218238503507403,0.1402961808261886,0.17030397505845674,0.6893998441153546,3.769137933720805
android,2022-02,26,first_positive,0,-0.5824723369899437,0,0,-0.0218632093833569,1368,1.0,0.3428362573099415,0.40350877192982454,0.5635964912280702,0.43640350877192985,0.12426900584795321,0.1476608187134503,0.7280701754385965,4.055762335909162
android,2022-02,26,top_score,0,-0.5824723369899437,0,0,-0.0218632093833569,2566,1.0,0.387373343725643,0.4505066250974279,0.5946999220576773,0.4053000779423227,0.13795791114575215,0.1710833982852689,0.690958690568979,3.8054440750776193
android,2022-03,27,accepted_current,0,-0.5824723369899437,0,0,-0.0078105075865929,1226,1.0,0.3091353996737357,0.3531810766721044,0.4926590538336052,0.5073409461663948,0.09543230016313213,0.1867862969004894,0.7177814029363785,4.362823624644218
android,2022-03,27,first_answer,0,-0.5824723369899437,0,0,-0.0078105075865929,2602,1.0,0.39046887009992315,0.4465795541890853,0.5787855495772483,0.42121445042275174,0.14411990776325903,0.1787086856264412,0.6771714066102997,3.8466852784227217
android,2022-03,27,first_positive,0,-0.5824723369899437,0,0,-0.0078105075865929,1392,1.0,0.3505747126436782,0.40229885057471265,0.5344827586206896,0.46551724137931033,0.13649425287356323,0.15589080459770116,0.7076149425287356,4.124836518366467
android,2022-03,27,top_score,0,-0.5824723369899437,0,0,-0.0078105075865929,2602,1.0,0.38970023059185244,0.4404304381245196,0.5730207532667179,0.4269792467332821,0.14411990776325903,0.17371252882398155,0.6821675634127594,3.8650330455142274
android,2022-04,28,accepted_current,0,-0.5824723369899437,0,0,-0.0108648858593811,1035,1.0,0.32560386473429953,0.38164251207729466,0.5207729468599034,0.4792270531400966,0.09565217391304348,0.19033816425120773,0.7140096618357488,4.257851990416175
android,2022-04,28,first_answer,0,-0.5824723369899437,0,0,-0.0108648858593811,2356,1.0,0.38497453310696095,0.4426994906621392,0.5853140916808149,0.41468590831918506,0.13582342954159593,0.18760611205432937,0.6765704584040747,3.8789524651203067
android,2022-04,28,first_positive,0,-0.5824723369899437,0,0,-0.0108648858593811,1195,1.0,0.3322175732217573,0.37656903765690375,0.5205020920502093,0.4794979079497908,0.12384937238493723,0.16652719665271967,0.7096234309623431,4.236959238363636
android,2022-04,28,top_score,0,-0.5824723369899437,0,0,-0.0108648858593811,2356,1.0,0.38879456706281834,0.44439728353140917,0.5780984719864176,0.4219015280135823,0.13582342954159593,0.18505942275042445,0.6791171477079796,3.8624475120970216
android,2022-05,29,accepted_current,0,-0.5824723369899437,0,0,0.0272049998291648,1021,1.0,0.33986287952987265,0.4152791380999021,0.5181194906953966,0.48188050930460335,0.14103819784524976,0.15083251714005877,0.7081292850146915,4.166650202032454
android,2022-05,29,first_answer,0,-0.5824723369899437,0,0,0.0272049998291648,2287,1.0,0.4088325317009182,0.4744206383909051,0.5907302142544818,0.40926978574551814,0.17490161783996502,0.16134674245736774,0.6637516397026673,3.7287085931621182
android,2022-05,29,first_positive,0,-0.5824723369899437,0,0,0.0272049998291648,1201,1.0,0.3605328892589509,0.42048293089092426,0.5245628642797668,0.47543713572023316,0.17485428809325562,0.13738551207327226,0.6877601998334721,4.081744007141956
android,2022-05,29,top_score,0,-0.5824723369899437,0,0,0.0272049998291648,2287,1.0,0.40926978574551814,0.47573240052470483,0.5832968954962834,0.41670310450371667,0.17533887188456493,0.1574114560559685,0.6672496720594665,3.7439416326708668
