event_id,user_id,role,source_surface,event_ts,event_month,question_id,answer_id,comment_id,strict_pattern_labels,tool_family_labels,question_created_at,question_month_id,primary_tag,high_tag,exposure_index,post_chatgpt
DAE-0000023,436035.0,answerer,answer_body,2020-11-27 09:08:50.050000+00:00,2020-11,64665830,65034618.0,,from_tool,copilot,2020-11-03 15:31:07.787000+00:00,2020-11,docker,0.0,-2.067518990036933,0
DAE-0000024,5013467.0,asker,question_body,2020-12-17 10:28:06.077000+00:00,2020-12,65338895,,,from_tool,openai,2020-12-17 10:28:06.077000+00:00,2020-12,python,1.0,0.3704293899547944,0
DAE-0000025,5013467.0,asker,title,2020-12-17 10:28:06.077000+00:00,2020-12,65338895,,,from_tool,openai,2020-12-17 10:28:06.077000+00:00,2020-12,python,1.0,0.3704293899547944,0
DAE-0000026,13337635.0,answer_commenter,answer_comment,2021-02-02 07:12:37.813000+00:00,2021-02,66004913,66004938.0,116700651.0,from_tool,openai,2021-02-02 06:54:33.863000+00:00,2021-02,python,1.0,0.3704293899547944,0
DAE-0000027,13782227.0,asker,question_body,2021-03-17 23:24:09.240000+00:00,2021-03,66682677,,,from_tool,openai,2021-03-17 23:24:09.240000+00:00,2021-03,python,1.0,0.3704293899547944,0
DAE-0000028,13012792.0,asker,question_body,2021-03-29 09:17:47.630000+00:00,2021-03,66851584,,,from_tool,,2021-03-29 09:17:47.630000+00:00,2021-03,python,1.0,0.3704293899547944,0
DAE-0000029,15915226.0,asker,question_body,2021-06-09 17:02:00.310000+00:00,2021-06,67908668,,,from_tool,openai,2021-06-09 17:02:00.310000+00:00,2021-06,python,1.0,0.3704293899547944,0
DAE-0000030,12491964.0,question_commenter,question_comment,2021-06-25 07:45:33.437000+00:00,2021-06,68126788,,120409525.0,from_tool,gpt_family;openai,2021-06-25 07:03:04.850000+00:00,2021-06,python,1.0,0.3704293899547944,0
DAE-0000031,16343968.0,asker,question_body,2021-06-29 18:31:25.760000+00:00,2021-06,68183962,,,from_tool,openai,2021-06-29 18:31:25.760000+00:00,2021-06,python,1.0,0.3704293899547944,0
DAE-0000032,3030243.0,answer_commenter,answer_comment,2021-07-11 15:30:49.927000+00:00,2021-07,68337328,68337584.0,120775726.0,from_tool,copilot,2021-07-11 14:53:43.880000+00:00,2021-07,javascript,1.0,0.484762784788476,0
DAE-0000033,13531125.0,asker,question_body,2021-07-19 17:29:47.293000+00:00,2021-07,68444704,,,from_tool,,2021-07-19 17:29:47.293000+00:00,2021-07,python,1.0,0.3704293899547944,0
DAE-0000034,11333098.0,question_commenter,question_comment,2021-07-26 06:34:23.333000+00:00,2021-07,68444704,,121104088.0,from_tool,,2021-07-19 17:29:47.293000+00:00,2021-07,python,1.0,0.3704293899547944,0
DAE-0000035,13710015.0,question_commenter,question_comment,2021-08-02 21:26:52.157000+00:00,2021-08,68628046,,121285064.0,from_tool,copilot,2021-08-02 21:21:09.370000+00:00,2021-08,python,1.0,0.3704293899547944,0
DAE-0000036,16118971.0,asker,question_body,2021-08-26 11:56:39.050000+00:00,2021-08,68938095,,,from_tool,gemini,2021-08-26 11:56:39.050000+00:00,2021-08,python,1.0,0.3704293899547944,0
DAE-0000037,2632462.0,asker,question_body,2021-10-01 09:30:21.323000+00:00,2021-10,69403613,,,from_tool,,2021-10-01 09:30:21.323000+00:00,2021-10,python,1.0,0.3704293899547944,0
DAE-0000038,15363651.0,asker,title,2021-10-07 00:16:55.743000+00:00,2021-10,69474007,,,from_tool,openai,2021-10-07 00:16:55.743000+00:00,2021-10,python,1.0,0.3704293899547944,0
DAE-0000039,17139319.0,asker,question_body,2021-10-13 03:43:17.043000+00:00,2021-10,69549494,,,from_tool,gpt_family;openai,2021-10-13 03:43:17.043000+00:00,2021-10,javascript,1.0,0.484762784788476,0
DAE-0000040,4384238.0,answerer,answer_body,2021-10-13 04:03:48.277000+00:00,2021-10,69549494,69549620.0,,tool_generated,ai_generated;gpt_family;openai,2021-10-13 03:43:17.043000+00:00,2021-10,javascript,1.0,0.484762784788476,0
DAE-0000041,2218253.0,question_commenter,question_comment,2021-11-10 10:26:42.973000+00:00,2021-11,69911273,,123582103.0,from_tool,copilot,2021-11-10 10:06:41.917000+00:00,2021-11,javascript,1.0,0.484762784788476,0
DAE-0000042,13910444.0,asker,question_body,2021-11-12 04:07:37.503000+00:00,2021-11,69937845,,,from_tool,openai,2021-11-12 04:07:37.503000+00:00,2021-11,python,1.0,0.3704293899547944,0
DAE-0000043,17417337.0,asker,question_body,2021-11-15 11:50:58.617000+00:00,2021-11,69973975,,,from_tool,openai,2021-11-15 11:50:58.617000+00:00,2021-11,python,1.0,0.3704293899547944,0
DAE-0000044,16882363.0,asker,question_body,2021-11-24 23:21:07.577000+00:00,2021-11,70104085,,,from_tool,openai,2021-11-24 23:21:07.577000+00:00,2021-11,python,1.0,0.3704293899547944,0
DAE-0000045,,asker,title,2021-11-25 22:59:42.080000+00:00,2021-11,70118071,,,from_tool,,2021-11-25 22:59:42.080000+00:00,2021-11,python,1.0,0.3704293899547944,0
DAE-0000046,12361037.0,question_commenter,question_comment,2021-12-22 11:06:45.413000+00:00,2021-12,70261352,,124530841.0,from_tool,openai,2021-12-07 13:52:47.457000+00:00,2021-12,python,1.0,0.3704293899547944,0
DAE-0000047,16257878.0,answerer,answer_body,2021-12-29 03:50:40.887000+00:00,2021-12,70514154,70514941.0,,from_tool,openai,2021-12-29 01:05:36.233000+00:00,2021-12,python,1.0,0.3704293899547944,0
DAE-0000048,8613875.0,asker,question_body,2022-01-11 19:35:14.093000+00:00,2022-01,70672460,,,from_tool,,2022-01-11 19:35:14.093000+00:00,2022-01,python,1.0,0.3704293899547944,0
DAE-0000049,16608205.0,asker,question_body,2022-01-19 11:58:35.607000+00:00,2022-01,70770204,,,from_tool,openai,2022-01-19 11:58:35.607000+00:00,2022-01,python,1.0,0.3704293899547944,0
DAE-0000050,205185.0,answerer,answer_body,2022-01-26 22:29:45.667000+00:00,2022-01,70869444,70871074.0,,tool_said,claude,2022-01-26 19:53:27.317000+00:00,2022-01,firebase,0.0,-0.8269317640104322,0
DAE-0000051,17132650.0,answerer,answer_body,2022-01-28 16:33:30.380000+00:00,2022-01,65062141,70897055.0,,used_tool,gpt_family,2020-11-29 16:02:44.503000+00:00,2020-11,python,1.0,0.3704293899547944,0
DAE-0000052,10570671.0,asker,question_body,2022-02-02 16:13:38.963000+00:00,2022-02,70959002,,,tool_said,copilot,2022-02-02 16:13:38.963000+00:00,2022-02,javascript,1.0,0.484762784788476,0
DAE-0000053,10570671.0,answerer,answer_body,2022-02-03 13:08:20.383000+00:00,2022-02,70959002,70971866.0,,tool_said,copilot,2022-02-02 16:13:38.963000+00:00,2022-02,javascript,1.0,0.484762784788476,0
DAE-0000054,13887492.0,asker,question_body,2022-02-04 05:33:26.563000+00:00,2022-02,70981856,,,from_tool,openai,2022-02-04 05:33:26.563000+00:00,2022-02,python,1.0,0.3704293899547944,0
DAE-0000055,10750589.0,asker,question_body,2022-02-17 04:17:10.680000+00:00,2022-02,71152461,,,ai_assisted;tool_said;used_tool,copilot,2022-02-17 04:17:10.680000+00:00,2022-02,memory-management,0.0,-0.522609519626134,0
DAE-0000056,2293224.0,asker,question_body,2022-02-21 08:46:04.217000+00:00,2022-02,71203411,,,from_tool,gpt_family;openai,2022-02-21 08:46:04.217000+00:00,2022-02,python,1.0,0.3704293899547944,0
DAE-0000057,11833240.0,answerer,answer_body,2022-03-13 16:19:42.640000+00:00,2022-03,61002877,71458632.0,,from_tool,copilot,2020-04-02 23:36:07.670000+00:00,2020-04,javascript,1.0,0.484762784788476,0
DAE-0000058,9495110.0,asker,question_body,2022-03-14 10:58:15.067000+00:00,2022-03,71466639,,,from_tool,,2022-03-14 10:58:15.067000+00:00,2022-03,python,1.0,0.3704293899547944,0
DAE-0000059,6191855.0,answerer,answer_body,2022-03-24 13:14:43.050000+00:00,2022-03,65062141,71603186.0,,from_tool,gpt_family,2020-11-29 16:02:44.503000+00:00,2020-11,python,1.0,0.3704293899547944,0
DAE-0000060,11410327.0,asker,question_body,2022-03-31 09:41:36.310000+00:00,2022-03,71690297,,,from_tool,gpt_family,2022-03-31 09:41:36.310000+00:00,2022-03,python,1.0,0.3704293899547944,0
DAE-0000061,16448133.0,asker,question_body,2022-04-08 17:38:15.447000+00:00,2022-04,71801157,,,from_tool,gemini,2022-04-08 17:38:15.447000+00:00,2022-04,python,1.0,0.3704293899547944,0
DAE-0000062,15487503.0,answerer,answer_body,2022-04-13 17:28:40.490000+00:00,2022-04,71803887,71861615.0,,from_tool,copilot,2022-04-08 22:54:43.763000+00:00,2022-04,docker,0.0,-2.067518990036933,0
DAE-0000063,934557.0,asker,title,2022-04-27 16:20:47.437000+00:00,2022-04,72032212,,,from_tool,openai,2022-04-27 16:20:47.437000+00:00,2022-04,python,1.0,0.3704293899547944,0
DAE-0000064,7791036.0,asker,question_body,2022-05-10 07:30:34.807000+00:00,2022-05,72182271,,,from_tool,copilot,2022-05-10 07:30:34.807000+00:00,2022-05,docker,0.0,-2.067518990036933,0
DAE-0000065,19102502.0,answerer,answer_body,2022-05-12 18:14:48.150000+00:00,2022-05,71186366,72220362.0,,from_tool,openai,2022-02-19 15:24:59.153000+00:00,2022-02,python,1.0,0.3704293899547944,0
DAE-0000066,19102502.0,answerer,answer_body,2022-05-12 18:27:05.567000+00:00,2022-05,70550623,72220483.0,,from_tool,openai,2022-01-01 17:35:55.867000+00:00,2022-01,python,1.0,0.3704293899547944,0
DAE-0000067,15547671.0,asker,question_body,2022-05-18 02:30:50.070000+00:00,2022-05,72282605,,,tool_generated,copilot,2022-05-18 02:30:50.070000+00:00,2022-05,javascript,1.0,0.484762784788476,0
DAE-0000068,18564668.0,answerer,answer_body,2022-06-04 10:15:35.410000+00:00,2022-06,71333114,72498912.0,,from_tool,openai,2022-03-03 06:50:00.840000+00:00,2022-03,python,1.0,0.3704293899547944,0
DAE-0000069,14666088.0,asker,question_body,2022-06-23 08:03:13.970000+00:00,2022-06,72726618,,,from_tool,openai,2022-06-23 08:03:13.970000+00:00,2022-06,javascript,1.0,0.484762784788476,0
DAE-0000070,19453849.0,asker,question_body,2022-07-09 14:24:19.893000+00:00,2022-07,72922146,,,from_tool,gpt_family;openai,2022-07-09 14:24:19.893000+00:00,2022-07,javascript,1.0,0.484762784788476,0
DAE-0000071,6598627.0,answerer,answer_body,2022-07-11 21:11:03.897000+00:00,2022-07,72944484,72944712.0,,tool_said,gpt_family;openai,2022-07-11 20:46:42.233000+00:00,2022-07,sql,1.0,0.8127371844006236,0
DAE-0000072,7353402.0,answerer,answer_body,2022-07-17 16:35:11.563000+00:00,2022-07,72914328,73013559.0,,tool_generated,gpt_family;openai,2022-07-08 16:25:04.990000+00:00,2022-07,python,1.0,0.3704293899547944,0
DAE-0000073,8992678.0,answerer,answer_body,2022-07-20 09:25:38.607000+00:00,2022-07,72986749,73049043.0,,from_tool,openai,2022-07-14 21:16:14.607000+00:00,2022-07,python,1.0,0.3704293899547944,0
DAE-0000074,2195440.0,answerer,answer_body,2022-07-24 06:44:23.590000+00:00,2022-07,72986749,73096314.0,,from_tool,openai,2022-07-14 21:16:14.607000+00:00,2022-07,python,1.0,0.3704293899547944,0
DAE-0000075,1672528.0,asker,question_body,2022-08-09 11:48:09.940000+00:00,2022-08,73291289,,,from_tool,gpt_family;openai,2022-08-09 11:48:09.940000+00:00,2022-08,javascript,1.0,0.484762784788476,0
DAE-0000076,3591044.0,asker,title,2022-08-13 00:20:27.070000+00:00,2022-08,73340805,,,from_tool,,2022-08-13 00:20:27.070000+00:00,2022-08,python,1.0,0.3704293899547944,0
DAE-0000077,15152059.0,question_commenter,question_comment,2022-08-16 08:28:10.597000+00:00,2022-08,73370817,,129573011.0,from_tool,openai,2022-08-16 08:15:15.007000+00:00,2022-08,python,1.0,0.3704293899547944,0
DAE-0000078,19872258.0,asker,question_body,2022-08-29 18:13:43.637000+00:00,2022-08,73533043,,,from_tool;tool_generated,ai_generated;openai,2022-08-29 18:13:43.637000+00:00,2022-08,python,1.0,0.3704293899547944,0
DAE-0000079,8084141.0,asker,question_body,2022-08-30 19:20:42.123000+00:00,2022-08,73547502,,,from_tool,openai,2022-08-30 19:20:42.123000+00:00,2022-08,javascript,1.0,0.484762784788476,0
DAE-0000080,395857.0,asker,question_body,2022-09-23 02:15:26.453000+00:00,2022-09,73822353,,,used_tool,openai,2022-09-23 02:15:26.453000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000081,13071024.0,asker,question_body,2022-09-23 12:42:03.460000+00:00,2022-09,73827905,,,from_tool,openai,2022-09-23 12:42:03.460000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000082,395857.0,asker,question_body,2022-09-24 00:04:01.487000+00:00,2022-09,73833916,,,used_tool,openai,2022-09-24 00:04:01.487000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000083,395857.0,asker,question_body,2022-09-25 00:28:33.437000+00:00,2022-09,73841388,,,from_tool;used_tool,openai,2022-09-25 00:28:33.437000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000084,395857.0,asker,title,2022-09-25 00:28:33.437000+00:00,2022-09,73841388,,,from_tool,openai,2022-09-25 00:28:33.437000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000085,395857.0,answerer,answer_body,2022-09-25 19:40:27.303000+00:00,2022-09,73841388,73847374.0,,from_tool,openai,2022-09-25 00:28:33.437000+00:00,2022-09,python,1.0,0.3704293899547944,0
DAE-0000086,14606987.0,answer_commenter,answer_comment,2022-09-30 10:58:26.807000+00:00,2022-09,73902182,73903661.0,130499550.0,from_tool,copilot,2022-09-29 22:16:24.017000+00:00,2022-09,javascript,1.0,0.484762784788476,0
DAE-0000087,5157277.0,asker,title,2022-10-08 17:28:49.243000+00:00,2022-10,73999135,,,from_tool,openai,2022-10-08 17:28:49.243000+00:00,2022-10,python,1.0,0.3704293899547944,0
DAE-0000088,20265876.0,asker,question_body,2022-10-17 18:15:48.287000+00:00,2022-10,74101482,,,from_tool,gpt_family;openai,2022-10-17 18:15:48.287000+00:00,2022-10,python,1.0,0.3704293899547944,0
DAE-0000089,10137046.0,asker,question_body,2022-10-19 11:12:05.727000+00:00,2022-10,74124353,,,tool_generated,,2022-10-19 11:12:05.727000+00:00,2022-10,javascript,1.0,0.484762784788476,0
DAE-0000090,17646343.0,asker,question_body,2022-10-21 08:43:14.410000+00:00,2022-10,74151027,,,from_tool,openai,2022-10-21 08:43:14.410000+00:00,2022-10,python,1.0,0.3704293899547944,0
DAE-0000091,19152117.0,asker,question_body,2022-11-13 17:33:15.070000+00:00,2022-11,74423236,,,from_tool,openai,2022-11-13 17:33:15.070000+00:00,2022-11,python,1.0,0.3704293899547944,0
DAE-0000092,18839056.0,asker,question_body,2022-11-14 14:38:20.507000+00:00,2022-11,74433358,,,from_tool,openai,2022-11-14 14:38:20.507000+00:00,2022-11,python,1.0,0.3704293899547944,0
DAE-0000093,320738.0,asker,question_body,2022-11-15 00:40:59.660000+00:00,2022-11,74439473,,,from_tool,copilot,2022-11-15 00:40:59.660000+00:00,2022-11,docker,0.0,-2.067518990036933,0
DAE-0000094,16021065.0,asker,question_body,2022-11-15 19:49:14.717000+00:00,2022-11,74451360,,,used_tool,copilot,2022-11-15 19:49:14.717000+00:00,2022-11,docker,0.0,-2.067518990036933,0
DAE-0000095,11805611.0,asker,question_body,2022-11-21 20:26:49.037000+00:00,2022-11,74524530,,,from_tool,gpt_family;openai,2022-11-21 20:26:49.037000+00:00,2022-11,python,1.0,0.3704293899547944,0
DAE-0000096,139150.0,asker,question_body,2022-11-23 06:06:08.360000+00:00,2022-11,74542420,,,from_tool,gpt_family;openai,2022-11-23 06:06:08.360000+00:00,2022-11,python,1.0,0.3704293899547944,0
DAE-0000097,139150.0,asker,title,2022-11-23 06:06:08.360000+00:00,2022-11,74542420,,,from_tool,gpt_family,2022-11-23 06:06:08.360000+00:00,2022-11,python,1.0,0.3704293899547944,0
DAE-0000098,18466702.0,asker,question_body,2022-11-30 10:48:37.730000+00:00,2022-11,74626505,,,from_tool,openai,2022-11-30 10:48:37.730000+00:00,2022-11,python,1.0,0.3704293899547944,1
DAE-0000099,19730434.0,asker,question_body,2022-12-02 18:39:56.930000+00:00,2022-12,74660165,,,tool_said,,2022-12-02 18:39:56.930000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000100,7954236.0,asker,question_body,2022-12-03 14:28:53.323000+00:00,2022-12,74667621,,,from_tool,gpt_family;openai,2022-12-03 14:28:53.323000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000101,7954236.0,asker,title,2022-12-03 14:28:53.323000+00:00,2022-12,74667621,,,from_tool,openai,2022-12-03 14:28:53.323000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000102,17789855.0,asker,question_body,2022-12-03 23:46:01.177000+00:00,2022-12,74671737,,,tool_generated,gpt_family,2022-12-03 23:46:01.177000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000103,1322168.0,answer_commenter,answer_comment,2022-12-06 16:41:28.203000+00:00,2022-12,74685936,74686045.0,131852803.0,tool_said,chatgpt,2022-12-05 09:28:08.037000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000104,238704.0,answer_commenter,answer_comment,2022-12-07 14:36:07.837000+00:00,2022-12,74717789,74717895.0,131873469.0,from_tool,chatgpt,2022-12-07 13:54:29.303000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000105,2636579.0,asker,question_body,2022-12-08 04:12:37.310000+00:00,2022-12,74725439,,,from_tool,openai,2022-12-08 04:12:37.310000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000106,13583510.0,answer_commenter,answer_comment,2022-12-08 11:40:52.253000+00:00,2022-12,74729716,74729717.0,131891815.0,tool_generated,ai_generated;chatgpt,2022-12-08 11:37:50.293000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000107,18206236.0,asker,title,2022-12-08 12:18:36.267000+00:00,2022-12,74730178,,,from_tool,openai,2022-12-08 12:18:36.267000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000108,20379683.0,asker,question_body,2022-12-09 16:44:11.637000+00:00,2022-12,74745958,,,from_tool,chatgpt,2022-12-09 16:44:11.637000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000109,20729325.0,asker,question_body,2022-12-09 18:07:16.630000+00:00,2022-12,74746796,,,from_tool,openai,2022-12-09 18:07:16.630000+00:00,2022-12,pandas,1.0,1.1493993062473231,1
DAE-0000110,5153354.0,answerer,answer_body,2022-12-10 00:57:52.757000+00:00,2022-12,74748904,74749580.0,,tool_said,copilot,2022-12-09 22:37:07.680000+00:00,2022-12,firebase,0.0,-0.8269317640104322,1
DAE-0000111,20739566.0,asker,question_body,2022-12-10 06:51:17.413000+00:00,2022-12,74750959,,,from_tool,openai,2022-12-10 06:51:17.413000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000112,441757.0,answer_commenter,answer_comment,2022-12-10 07:55:56.853000+00:00,2022-12,74733302,74733974.0,131928259.0,from_tool,chatgpt,2022-12-08 16:20:38.557000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000113,4653234.0,asker,question_body,2022-12-10 21:33:57.243000+00:00,2022-12,74756687,,,used_tool,chatgpt,2022-12-10 21:33:57.243000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000114,19239218.0,asker,question_body,2022-12-11 16:27:21.443000+00:00,2022-12,74762524,,,from_tool,chatgpt,2022-12-11 16:27:21.443000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000115,20754697.0,asker,question_body,2022-12-12 08:14:16.093000+00:00,2022-12,74768264,,,from_tool,chatgpt,2022-12-12 08:14:16.093000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000116,10669875.0,question_commenter,question_comment,2022-12-13 08:14:57.320000+00:00,2022-12,74768264,,131978321.0,from_tool,chatgpt,2022-12-12 08:14:16.093000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000117,4684797.0,question_commenter,question_comment,2022-12-13 13:04:13.440000+00:00,2022-12,74785291,,131984315.0,used_tool,openai,2022-12-13 13:01:03.587000+00:00,2022-12,regex,1.0,1.657307329678494,1
DAE-0000118,349130.0,answer_commenter,answer_comment,2022-12-13 16:25:03.940000+00:00,2022-12,74787354,74787476.0,131988837.0,tool_generated,ai_generated;chatgpt,2022-12-13 15:36:49.807000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000119,441757.0,answer_commenter,answer_comment,2022-12-14 00:45:03.807000+00:00,2022-12,74733302,74733974.0,131996808.0,from_tool,chatgpt,2022-12-08 16:20:38.557000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000120,17313891.0,asker,question_body,2022-12-14 01:30:59.523000+00:00,2022-12,74792689,,,tool_said,chatgpt;copilot,2022-12-14 01:30:59.523000+00:00,2022-12,android,0.0,-0.5824723369899437,1
DAE-0000121,5457853.0,answerer,answer_body,2022-12-14 05:22:34.903000+00:00,2022-12,74792689,74793900.0,,tool_generated,chatgpt;copilot,2022-12-14 01:30:59.523000+00:00,2022-12,android,0.0,-0.5824723369899437,1
DAE-0000122,54680.0,answer_commenter,answer_comment,2022-12-14 17:39:29.717000+00:00,2022-12,74733302,74733974.0,132013450.0,from_tool,chatgpt,2022-12-08 16:20:38.557000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000123,1595451.0,question_commenter,question_comment,2022-12-15 22:53:27.410000+00:00,2022-12,74790990,,132041894.0,from_tool,chatgpt,2022-12-13 21:21:49.707000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000124,1595451.0,question_commenter,question_comment,2022-12-16 01:03:47.753000+00:00,2022-12,74762524,,132043137.0,from_tool,chatgpt,2022-12-11 16:27:21.443000+00:00,2022-12,javascript,1.0,0.484762784788476,1
DAE-0000125,20802280.0,asker,question_body,2022-12-17 15:44:00.483000+00:00,2022-12,74835362,,,from_tool,openai,2022-12-17 15:44:00.483000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000126,20802280.0,asker,title,2022-12-17 15:44:00.483000+00:00,2022-12,74835362,,,from_tool,openai,2022-12-17 15:44:00.483000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000127,20787987.0,question_commenter,question_comment,2022-12-18 03:01:29.690000+00:00,2022-12,74838227,,132076157.0,used_tool,chatgpt,2022-12-17 23:41:53.430000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000128,9802837.0,asker,question_body,2022-12-18 14:48:37.283000+00:00,2022-12,74842303,,,tool_generated,ai_generated;chatgpt,2022-12-18 14:48:37.283000+00:00,2022-12,python,1.0,0.3704293899547944,1
DAE-0000129,145504.0,answerer,answer_body,2022-12-18 20:05:21.587000+00:00,2022-12,74680393,74844056.0,,tool_generated,ai_generated;chatgpt,2022-12-04 19:55:58.227000+00:00,2022-12,python,1.0,0.3704293899547944,1
